id,scheduled,duration_TM,waitingTime_TM,timeLoss_TM,routeLength_TM,departDelay_TM,rerouteNo_TM,duration_RL,waitingTime_RL,timeLoss_RL,routeLength_RL,departDelay_RL,rerouteNo_RL
veh0,0.0,177.0,82.0,106.92,957.17,0.0,1.0,264.0,171.0,194.08,957.17,0.0,1.0
veh1,0.0,491.0,262.0,330.44,2048.39,0.0,4.0,462.0,239.0,300.77,2087.2,0.0,2.0
veh10,3.0,288.0,170.0,198.04,1231.95,0.0,2.0,290.0,162.0,200.12,1231.95,0.0,2.0
veh100,33.0,277.0,116.0,147.0,1762.31,0.0,3.0,244.0,93.0,111.77,1819.51,0.0,2.0
veh1000,331.0,252.0,151.0,180.41,979.36,0.0,1.0,273.0,179.0,201.87,972.47,0.0,1.0
veh10000,3318.0,388.0,251.0,337.57,694.68,62.0,1.0,138.0,67.0,86.88,694.68,0.0,1.0
veh10001,3318.0,1935.0,1412.0,1699.87,3169.56,0.0,8.0,359.0,242.0,287.01,966.33,0.0,1.0
veh10002,3318.0,714.0,415.0,520.25,2377.22,4.0,6.0,429.0,268.0,326.58,1241.7,18.0,2.0
veh10003,3319.0,1050.0,679.0,861.43,2576.57,14.0,8.0,190.0,52.0,81.13,1481.28,0.0,1.0
veh10004,3319.0,1286.0,909.0,1115.34,2328.49,784.0,12.0,1222.0,864.0,1053.71,2263.12,1586.0,12.0
veh10005,3319.0,1508.0,1058.0,1281.82,3063.45,10.0,9.0,183.0,88.0,110.42,1000.84,12.0,1.0
veh10006,3320.0,1826.0,1398.0,1677.79,1984.29,0.0,10.0,394.0,176.0,246.28,2009.24,0.0,2.0
veh10007,3320.0,773.0,421.0,582.68,2619.99,11.0,8.0,1114.0,766.0,924.1,2616.33,252.0,10.0
veh10008,3320.0,590.0,258.0,417.51,2384.87,14.0,5.0,449.0,214.0,274.83,2410.23,454.0,5.0
veh10009,3321.0,519.0,317.0,390.92,1479.37,17.0,2.0,1599.0,1179.0,1379.24,2518.43,0.0,9.0
veh1001,332.0,175.0,74.0,100.77,940.6,2.0,1.0,426.0,264.0,309.51,1479.78,4.0,1.0
veh10011,3321.0,848.0,516.0,668.41,2297.88,12.0,4.0,497.0,299.0,360.16,1741.08,24.0,3.0
veh10012,3322.0,790.0,535.0,690.73,1210.36,0.0,6.0,542.0,432.0,484.37,720.4,1.0,1.0
veh10013,3322.0,705.0,427.0,571.75,1839.63,1.0,5.0,702.0,477.0,570.43,1818.45,4.0,4.0
veh10014,3322.0,210.0,120.0,159.98,681.1,1.0,1.0,121.0,52.0,71.07,681.1,9.0,1.0
veh10015,3323.0,690.0,578.0,636.55,679.99,3.0,1.0,302.0,149.0,204.91,1243.69,0.0,1.0
veh10016,3323.0,431.0,254.0,340.31,1202.19,0.0,1.0,1453.0,1187.0,1361.2,1238.86,862.0,11.0
veh10017,3323.0,233.0,137.0,163.15,942.02,8.0,1.0,162.0,68.0,91.65,942.02,2.0,1.0
veh10018,3324.0,2278.0,1728.0,2093.87,2388.35,1118.0,12.0,1131.0,943.0,1035.44,1220.36,1202.0,3.0
veh10019,3324.0,1775.0,1218.0,1530.59,3314.41,0.0,15.0,2616.0,2039.0,2367.3,3403.98,941.0,24.0
veh1002,332.0,299.0,132.0,208.11,1255.05,16.0,2.0,481.0,298.0,390.29,1232.73,114.0,3.0
veh10020,3324.0,2719.0,2001.0,2408.86,3286.56,1181.0,17.0,1233.0,959.0,1116.46,1252.03,1203.0,5.0
veh10021,3325.0,752.0,492.0,622.89,1764.49,1.0,5.0,123.0,3.0,32.17,1220.45,0.0,1.0
veh10022,3325.0,558.0,304.0,405.56,2025.66,25.0,4.0,473.0,293.0,361.05,1471.48,21.0,2.0
veh10023,3325.0,655.0,374.0,502.74,2099.78,10.0,5.0,473.0,242.0,320.3,2122.54,452.0,4.0
veh10024,3326.0,876.0,641.0,764.95,1534.14,1716.0,7.0,671.0,479.0,600.65,957.17,1127.0,6.0
veh10025,3326.0,443.0,173.0,274.47,2270.25,0.0,3.0,384.0,253.0,292.89,1242.62,0.0,1.0
veh10026,3326.0,693.0,480.0,580.27,1471.51,0.0,5.0,462.0,332.0,387.66,995.63,7.0,1.0
veh10027,3327.0,622.0,432.0,512.08,1488.54,63.0,4.0,337.0,178.0,227.0,1488.54,4.0,1.0
veh10028,3327.0,1222.0,650.0,899.23,3636.86,7.0,8.0,1260.0,822.0,982.0,3157.31,248.0,12.0
veh10029,3327.0,442.0,201.0,287.79,1760.25,2.0,2.0,631.0,418.0,475.45,1798.19,1.0,3.0
veh1003,332.0,309.0,195.0,238.21,950.9,6.0,1.0,382.0,229.0,311.52,946.85,2.0,1.0
veh10030,3328.0,419.0,146.0,245.35,2410.23,13.0,3.0,683.0,407.0,509.29,2410.23,479.0,7.0
veh10031,3328.0,245.0,71.0,109.66,1788.3,5.0,2.0,220.0,140.0,168.52,679.42,0.0,1.0
veh10032,3328.0,1557.0,1108.0,1341.67,2860.07,1420.0,10.0,224.0,30.0,89.15,1797.25,936.0,1.0
veh10033,3329.0,549.0,261.0,335.59,2612.85,0.0,4.0,305.0,132.0,180.72,1522.76,0.0,1.0
veh10034,3329.0,228.0,141.0,171.9,679.42,4.0,1.0,173.0,98.0,117.72,679.42,0.0,1.0
veh10035,3329.0,468.0,237.0,282.78,2349.49,3.0,2.0,409.0,197.0,267.23,1806.13,1.0,2.0
veh10036,3330.0,504.0,374.0,453.59,693.08,4.0,1.0,252.0,151.0,200.94,693.08,3.0,1.0
veh10039,3331.0,648.0,398.0,533.41,1490.32,21.0,5.0,435.0,268.0,319.71,1512.57,0.0,1.0
veh1004,333.0,264.0,128.0,187.98,1000.87,0.0,1.0,380.0,216.0,264.52,1506.09,0.0,2.0
veh10040,3331.0,564.0,339.0,448.07,1502.97,26.0,3.0,135.0,39.0,60.19,976.73,0.0,1.0
veh10041,3331.0,1399.0,995.0,1152.49,2892.69,0.0,7.0,2418.0,1858.0,2078.49,3963.02,0.0,11.0
veh10043,3332.0,327.0,143.0,197.11,1774.52,0.0,1.0,423.0,230.0,293.18,1774.52,0.0,1.0
veh10044,3332.0,222.0,94.0,151.22,959.42,35.0,1.0,213.0,89.0,142.54,959.42,21.0,1.0
veh10045,3333.0,1215.0,832.0,1083.27,1813.5,0.0,6.0,1118.0,798.0,986.5,1801.85,20.0,5.0
veh10046,3333.0,392.0,209.0,302.13,1218.03,25.0,4.0,242.0,125.0,153.4,1181.1,23.0,1.0
veh10047,3333.0,1971.0,1459.0,1807.31,2049.59,0.0,13.0,672.0,457.0,550.04,1538.45,4.0,6.0
veh10048,3334.0,708.0,354.0,498.77,2867.39,0.0,3.0,1028.0,707.0,862.05,2249.05,0.0,2.0
veh10049,3334.0,624.0,332.0,423.32,2581.97,1.0,3.0,336.0,171.0,219.06,1514.0,0.0,1.0
veh1005,333.0,121.0,48.0,65.61,668.87,19.0,1.0,472.0,335.0,416.37,668.87,122.0,3.0
veh10050,3334.0,642.0,431.0,563.17,1004.95,110.0,3.0,260.0,146.0,183.51,941.77,4.0,1.0
veh10051,3335.0,552.0,259.0,367.22,2384.04,0.0,7.0,304.0,112.0,163.52,1797.33,4.0,1.0
veh10052,3335.0,496.0,266.0,355.39,1747.21,18.0,3.0,484.0,273.0,345.23,1718.03,12.0,3.0
veh10053,3335.0,570.0,325.0,463.45,1466.29,3.0,5.0,159.0,58.0,91.17,918.34,7.0,1.0
veh10056,3336.0,321.0,178.0,208.65,1559.43,55.0,1.0,263.0,105.0,151.1,1538.68,22.0,1.0
veh10057,3337.0,576.0,393.0,484.18,1258.66,22.0,3.0,466.0,298.0,376.3,1218.74,20.0,2.0
veh10058,3337.0,624.0,376.0,494.56,1755.69,43.0,5.0,934.0,673.0,803.34,1784.85,23.0,2.0
veh10059,3337.0,394.0,249.0,319.17,941.78,0.0,1.0,220.0,125.0,145.6,941.78,2.0,1.0
veh1006,333.0,143.0,67.0,86.06,681.1,0.0,1.0,144.0,66.0,87.89,681.1,0.0,1.0
veh10060,3338.0,2115.0,1659.0,1948.25,2263.08,69.0,16.0,970.0,692.0,839.92,1785.44,0.0,8.0
veh10061,3338.0,107.0,43.0,57.3,657.16,56.0,1.0,94.0,26.0,44.48,657.16,59.0,1.0
veh10063,3339.0,459.0,262.0,350.31,1485.31,0.0,2.0,261.0,159.0,191.39,943.54,2.0,1.0
veh10064,3339.0,172.0,83.0,122.53,656.92,2.0,1.0,87.0,25.0,38.32,656.92,0.0,1.0
veh10065,3339.0,760.0,567.0,668.97,1259.03,0.0,3.0,400.0,259.0,310.13,1220.34,0.0,1.0
veh10066,3340.0,304.0,181.0,231.86,962.62,1.0,3.0,833.0,618.0,719.79,1526.93,0.0,5.0
veh10067,3340.0,448.0,252.0,336.66,1539.92,41.0,2.0,290.0,113.0,177.34,1564.24,18.0,2.0
veh10068,3340.0,2310.0,1749.0,2053.35,3111.3,0.0,26.0,2108.0,1587.0,1888.59,2705.08,121.0,16.0
veh10069,3341.0,1041.0,719.0,912.53,1728.96,1629.0,8.0,281.0,195.0,230.11,693.08,20.0,1.0
veh1007,334.0,507.0,349.0,417.73,938.65,19.0,1.0,344.0,226.0,254.48,938.65,17.0,1.0
veh10070,3341.0,356.0,270.0,300.0,657.16,12.0,1.0,128.0,56.0,73.13,657.16,41.0,1.0
veh10071,3341.0,409.0,212.0,273.84,1783.75,7.0,2.0,203.0,81.0,109.71,1221.04,5.0,1.0
veh10072,3342.0,299.0,144.0,209.99,1211.65,33.0,1.0,149.0,80.0,100.23,653.96,7.0,1.0
veh10073,3342.0,73.0,27.0,42.3,413.16,0.0,1.0,51.0,11.0,19.9,413.16,2.0,1.0
veh10074,3342.0,269.0,140.0,177.43,1257.6,0.0,1.0,1152.0,983.0,1061.59,1222.57,2.0,1.0
veh10075,3343.0,154.0,67.0,102.42,670.82,0.0,1.0,224.0,129.0,171.99,670.82,0.0,1.0
veh10076,3343.0,419.0,183.0,249.9,2332.85,0.0,4.0,543.0,313.0,373.92,2331.74,2.0,2.0
veh10077,3343.0,356.0,239.0,302.56,672.74,46.0,5.0,140.0,61.0,86.21,672.74,16.0,1.0
veh10078,3344.0,471.0,298.0,398.62,962.62,1464.0,5.0,312.0,187.0,240.38,950.5,921.0,2.0
veh10079,3344.0,1363.0,1046.0,1224.44,1759.09,42.0,10.0,674.0,513.0,574.92,1282.39,21.0,1.0
veh1008,334.0,134.0,64.0,83.28,695.9,0.0,1.0,65.0,2.0,13.71,695.9,0.0,1.0
veh10080,3344.0,201.0,153.0,163.81,440.22,16.0,1.0,42.0,0.0,4.25,440.22,2.0,1.0
veh10081,3345.0,407.0,164.0,268.38,1819.85,16.0,4.0,337.0,182.0,241.78,1220.3,4.0,1.0
veh10082,3345.0,959.0,609.0,828.17,1784.5,55.0,10.0,823.0,602.0,731.57,1254.52,42.0,4.0
veh10083,3345.0,519.0,304.0,388.29,1795.07,10.0,2.0,192.0,62.0,100.26,1254.44,3.0,1.0
veh10084,3346.0,78.0,35.0,45.91,437.02,1627.0,1.0,58.0,14.0,26.2,437.02,18.0,1.0
veh10085,3346.0,2150.0,1780.0,1990.39,2035.83,65.0,16.0,789.0,545.0,673.51,1460.68,0.0,6.0
veh10086,3346.0,276.0,204.0,239.23,442.11,1161.0,1.0,251.0,185.0,214.15,442.11,1186.0,1.0
veh10087,3347.0,478.0,298.0,384.56,1232.73,1701.0,3.0,418.0,264.0,324.5,1232.73,1111.0,3.0
veh10088,3347.0,1070.0,739.0,916.02,2126.85,757.0,4.0,1303.0,937.0,1149.94,2126.85,1758.0,10.0
veh10089,3347.0,438.0,243.0,304.35,1776.69,14.0,3.0,436.0,223.0,302.72,1777.51,11.0,3.0
veh1009,334.0,136.0,82.0,103.6,438.7,0.0,1.0,231.0,164.0,198.9,438.7,0.0,1.0
veh10090,3348.0,589.0,352.0,489.79,1279.63,0.0,5.0,389.0,237.0,289.33,1279.63,0.0,1.0
veh10092,3348.0,2011.0,1615.0,1837.88,2323.93,1162.0,14.0,1530.0,1112.0,1355.51,2324.93,1202.0,13.0
veh10093,3349.0,239.0,85.0,127.93,1534.29,38.0,2.0,353.0,188.0,242.59,1513.8,0.0,1.0
veh10094,3349.0,1614.0,1204.0,1405.94,2545.92,15.0,6.0,362.0,151.0,196.25,2020.86,4.0,1.0
veh10095,3349.0,1989.0,1663.0,1878.08,1522.02,0.0,17.0,1161.0,836.0,1007.86,2107.31,11.0,5.0
veh10096,3350.0,209.0,81.0,119.05,1225.46,0.0,1.0,277.0,154.0,186.48,1225.46,0.0,1.0
veh10097,3350.0,644.0,405.0,516.06,1729.91,1.0,7.0,549.0,335.0,418.77,1791.61,0.0,3.0
veh10098,3350.0,620.0,430.0,498.0,1484.97,16.0,4.0,365.0,200.0,243.26,1484.97,0.0,2.0
veh10099,3351.0,478.0,327.0,393.74,960.04,13.0,2.0,175.0,70.0,90.32,960.04,9.0,1.0
veh101,33.0,269.0,108.0,154.54,1483.63,1.0,2.0,768.0,518.0,614.71,1962.38,0.0,3.0
veh1010,335.0,205.0,106.0,134.32,958.25,6.0,1.0,127.0,40.0,57.35,958.25,0.0,1.0
veh10100,3351.0,430.0,235.0,322.11,1442.59,0.0,2.0,388.0,261.0,318.18,943.36,0.0,2.0
veh10101,3351.0,235.0,128.0,162.69,998.73,44.0,2.0,213.0,113.0,142.14,977.98,47.0,1.0
veh10102,3352.0,482.0,296.0,374.87,1237.81,2.0,3.0,893.0,656.0,785.81,1237.81,300.0,4.0
veh10103,3352.0,616.0,444.0,545.06,974.68,41.0,2.0,289.0,165.0,218.13,974.68,0.0,1.0
veh10104,3352.0,570.0,411.0,480.13,1230.74,44.0,2.0,242.0,107.0,152.19,1230.74,5.0,1.0
veh10105,3353.0,839.0,592.0,713.27,1477.1,1696.0,9.0,713.0,456.0,587.73,1477.1,1106.0,9.0
veh10106,3353.0,318.0,193.0,241.45,974.68,244.0,1.0,300.0,183.0,224.08,974.68,7.0,1.0
veh10107,3353.0,808.0,473.0,599.22,2559.74,25.0,5.0,558.0,329.0,393.24,2015.68,8.0,2.0
veh10108,3354.0,1656.0,1295.0,1507.03,1755.98,0.0,15.0,2717.0,2212.0,2545.68,2343.44,14.0,32.0
veh10109,3354.0,262.0,142.0,188.95,958.25,0.0,1.0,322.0,171.0,211.79,1432.74,2.0,1.0
veh1011,335.0,328.0,186.0,236.65,1248.05,0.0,1.0,173.0,50.0,81.05,1248.05,0.0,1.0
veh10110,3354.0,369.0,233.0,298.19,976.73,27.0,3.0,107.0,15.0,35.43,976.73,10.0,1.0
veh10111,3355.0,429.0,274.0,359.56,939.15,1710.0,2.0,515.0,375.0,446.4,939.15,1163.0,1.0
veh10112,3355.0,1074.0,716.0,923.12,2076.41,18.0,7.0,1435.0,1032.0,1283.49,2099.26,500.0,9.0
veh10113,3355.0,636.0,364.0,503.26,1841.84,6.0,4.0,1199.0,864.0,1035.66,2206.31,0.0,5.0
veh10114,3356.0,620.0,447.0,561.88,724.95,89.0,1.0,154.0,78.0,95.98,724.95,4.0,1.0
veh10116,3356.0,1614.0,1081.0,1371.89,3097.33,20.0,12.0,572.0,356.0,452.15,1563.31,507.0,1.0
veh10117,3357.0,449.0,324.0,373.05,977.63,19.0,1.0,261.0,144.0,185.62,977.63,0.0,1.0
veh10119,3357.0,733.0,542.0,641.7,1261.29,10.0,4.0,408.0,265.0,316.91,1258.08,3.0,1.0
veh1012,335.0,873.0,540.0,683.73,2578.12,7.0,12.0,521.0,331.0,409.96,1509.81,0.0,1.0
veh10120,3358.0,2422.0,1554.0,1956.3,4923.08,1.0,17.0,593.0,427.0,502.82,1222.12,1.0,3.0
veh10121,3358.0,292.0,179.0,219.91,1001.48,3.0,1.0,375.0,224.0,266.0,1478.05,0.0,1.0
veh10123,3358.0,407.0,244.0,316.21,1255.63,19.0,4.0,387.0,239.0,294.15,1278.11,5.0,1.0
veh10124,3359.0,1297.0,929.0,1133.64,2081.29,805.0,12.0,1062.0,792.0,941.01,1541.58,1775.0,8.0
veh10125,3359.0,274.0,125.0,180.46,1218.44,0.0,3.0,216.0,87.0,122.06,1222.12,0.0,1.0
veh10126,3359.0,373.0,254.0,303.04,718.81,0.0,3.0,119.0,37.0,49.39,718.81,0.0,1.0
veh10127,3360.0,1013.0,758.0,908.72,1233.05,44.0,9.0,786.0,558.0,680.61,1256.04,30.0,3.0
veh10128,3360.0,929.0,669.0,781.78,2011.5,8.0,6.0,329.0,179.0,217.33,1527.21,7.0,2.0
veh10129,3360.0,265.0,112.0,146.19,1522.47,0.0,2.0,433.0,257.0,315.85,1492.49,0.0,1.0
veh1013,336.0,222.0,112.0,139.05,997.1,8.0,1.0,137.0,33.0,54.65,997.1,3.0,1.0
veh10130,3361.0,439.0,223.0,310.96,1740.77,3.0,5.0,515.0,280.0,349.26,2241.62,1.0,2.0
veh10131,3361.0,868.0,431.0,603.51,3482.86,18.0,7.0,505.0,290.0,365.7,1846.45,532.0,1.0
veh10133,3362.0,990.0,727.0,879.85,1514.55,1705.0,7.0,952.0,718.0,881.26,973.62,1157.0,4.0
veh10134,3362.0,518.0,337.0,430.53,1193.54,40.0,2.0,160.0,79.0,109.1,696.11,0.0,1.0
veh10135,3362.0,138.0,81.0,104.24,411.56,5.0,1.0,85.0,40.0,51.86,411.56,0.0,1.0
veh10137,3363.0,1037.0,789.0,946.74,1219.16,0.0,2.0,287.0,151.0,197.54,1214.38,2.0,1.0
veh10139,3364.0,782.0,490.0,651.82,1782.6,56.0,7.0,819.0,598.0,727.29,1254.52,29.0,4.0
veh1014,336.0,678.0,438.0,546.12,1819.9,0.0,4.0,684.0,439.0,555.4,1748.28,0.0,4.0
veh10140,3364.0,403.0,232.0,300.86,1237.07,0.0,1.0,829.0,597.0,726.43,1237.07,293.0,4.0
veh10141,3364.0,117.0,49.0,64.47,719.4,0.0,1.0,127.0,54.0,75.03,719.4,0.0,1.0
veh10142,3365.0,1031.0,707.0,857.17,2334.99,0.0,11.0,613.0,410.0,479.6,1793.1,0.0,2.0
veh10143,3365.0,463.0,266.0,332.42,1798.18,2.0,4.0,370.0,149.0,201.91,2299.03,0.0,1.0
veh10144,3365.0,348.0,193.0,275.07,1005.95,40.0,1.0,237.0,123.0,164.04,1005.95,2.0,1.0
veh10145,3366.0,955.0,574.0,730.85,2870.03,0.0,9.0,1239.0,865.0,1058.9,2312.38,0.0,6.0
veh10146,3366.0,69.0,0.0,13.79,720.22,0.0,1.0,66.0,0.0,10.92,720.22,0.0,1.0
veh10147,3366.0,1841.0,1387.0,1622.61,2923.94,0.0,16.0,1965.0,1683.0,1871.28,1241.69,9.0,13.0
veh10148,3367.0,1601.0,1072.0,1277.38,4185.1,2.0,14.0,526.0,305.0,369.61,2017.04,0.0,3.0
veh10149,3367.0,636.0,410.0,542.95,1218.03,3.0,2.0,231.0,107.0,138.7,1181.1,3.0,1.0
veh1015,336.0,350.0,206.0,258.77,1247.55,0.0,1.0,421.0,266.0,330.4,1247.55,0.0,1.0
veh10150,3367.0,808.0,600.0,713.67,1219.52,1703.0,7.0,858.0,615.0,762.42,1259.76,1189.0,5.0
veh10151,3368.0,1029.0,733.0,879.1,2051.01,1515.0,6.0,267.0,58.0,116.42,2078.03,903.0,1.0
veh10152,3368.0,1263.0,722.0,972.53,3636.86,0.0,9.0,1031.0,660.0,821.83,2651.24,297.0,13.0
veh10153,3368.0,165.0,86.0,106.41,683.02,29.0,1.0,323.0,183.0,219.59,1186.45,0.0,2.0
veh10154,3369.0,132.0,64.0,83.06,663.29,6.0,2.0,139.0,70.0,89.29,663.29,9.0,1.0
veh10155,3369.0,1601.0,1092.0,1401.92,2543.4,11.0,12.0,369.0,195.0,251.56,1522.76,7.0,1.0
veh10156,3369.0,311.0,197.0,240.49,961.91,0.0,1.0,308.0,191.0,237.7,961.91,0.0,1.0
veh10157,3370.0,265.0,88.0,135.75,1771.5,0.0,1.0,338.0,162.0,208.71,1771.5,0.0,1.0
veh10158,3370.0,263.0,161.0,213.38,669.22,0.0,1.0,83.0,19.0,33.46,669.22,1.0,1.0
veh10159,3370.0,327.0,147.0,217.19,1518.16,3.0,3.0,1207.0,1003.0,1097.9,1480.15,4.0,3.0
veh1016,337.0,238.0,126.0,165.57,966.88,0.0,1.0,81.0,0.0,8.72,966.88,0.0,1.0
veh10160,3371.0,1088.0,746.0,897.15,2612.13,1513.0,9.0,357.0,113.0,206.41,2078.03,901.0,1.0
veh10161,3371.0,369.0,220.0,279.76,1187.54,2.0,2.0,284.0,150.0,192.34,1248.05,2.0,1.0
veh10162,3371.0,1041.0,734.0,882.0,2038.09,46.0,4.0,757.0,480.0,599.19,2015.84,0.0,4.0
veh10163,3372.0,364.0,215.0,266.12,1231.79,0.0,2.0,320.0,167.0,220.73,1247.48,0.0,1.0
veh10164,3372.0,365.0,196.0,274.86,1235.78,48.0,2.0,703.0,518.0,611.37,1245.97,2.0,2.0
veh10165,3372.0,833.0,440.0,562.94,3379.47,82.0,8.0,371.0,183.0,229.68,1767.61,7.0,3.0
veh10166,3373.0,863.0,510.0,693.34,2312.02,0.0,5.0,434.0,177.0,264.16,2335.18,2.0,3.0
veh10168,3373.0,350.0,208.0,280.39,939.15,1774.0,2.0,602.0,443.0,529.62,1000.51,1199.0,3.0
veh10169,3374.0,139.0,45.0,72.32,653.96,24.0,1.0,247.0,160.0,180.35,653.96,0.0,1.0
veh1017,337.0,883.0,605.0,734.08,2045.49,8.0,5.0,412.0,203.0,261.89,2060.89,1.0,3.0
veh10170,3374.0,161.0,93.0,110.68,677.9,0.0,1.0,162.0,83.0,111.78,677.9,0.0,1.0
veh10171,3374.0,502.0,279.0,382.87,1502.97,32.0,4.0,344.0,167.0,222.8,1564.05,0.0,2.0
veh10172,3375.0,2048.0,1552.0,1853.39,2412.73,39.0,14.0,587.0,411.0,488.14,1182.44,0.0,2.0
veh10173,3375.0,728.0,506.0,617.5,1504.4,0.0,2.0,348.0,182.0,237.71,1504.73,0.0,1.0
veh10174,3375.0,1134.0,699.0,962.14,2344.93,49.0,10.0,805.0,535.0,672.9,1816.85,21.0,8.0
veh10175,3376.0,405.0,228.0,314.48,1235.37,58.0,2.0,511.0,359.0,420.86,1235.37,1.0,1.0
veh10176,3376.0,429.0,308.0,378.57,691.56,14.0,1.0,169.0,78.0,118.63,691.56,0.0,1.0
veh10177,3376.0,1773.0,1309.0,1602.42,2321.21,140.0,24.0,2017.0,1486.0,1804.06,2945.64,88.0,28.0
veh10178,3377.0,2275.0,1737.0,2090.26,2346.67,791.0,14.0,685.0,494.0,585.06,1282.62,1758.0,4.0
veh10179,3377.0,604.0,345.0,494.48,1496.51,0.0,4.0,215.0,71.0,105.17,1497.51,9.0,2.0
veh1018,337.0,115.0,39.0,63.94,694.68,0.0,1.0,122.0,46.0,71.06,694.68,0.0,1.0
veh10180,3377.0,1142.0,818.0,1007.34,1757.93,2.0,8.0,400.0,179.0,224.36,2291.01,0.0,2.0
veh10181,3378.0,444.0,273.0,335.23,1490.56,0.0,1.0,279.0,166.0,209.55,938.82,0.0,1.0
veh10182,3378.0,1008.0,753.0,842.73,1792.57,13.0,5.0,541.0,295.0,375.66,1792.57,6.0,1.0
veh10183,3378.0,232.0,163.0,200.28,435.71,2.0,1.0,390.0,307.0,358.24,435.71,19.0,1.0
veh10184,3379.0,545.0,311.0,415.24,1780.2,6.0,3.0,267.0,123.0,176.02,1242.62,0.0,3.0
veh10185,3379.0,603.0,298.0,406.25,2571.47,0.0,4.0,351.0,171.0,233.81,1537.56,0.0,1.0
veh10186,3379.0,650.0,393.0,510.28,1820.26,248.0,3.0,332.0,197.0,238.15,1203.54,7.0,2.0
veh10187,3380.0,507.0,243.0,392.8,1540.5,2.0,3.0,667.0,432.0,553.73,1538.6,519.0,6.0
veh10188,3380.0,278.0,73.0,164.01,1514.66,5.0,2.0,1162.0,853.0,1046.72,1528.44,542.0,9.0
veh10189,3380.0,288.0,116.0,167.36,1468.65,2.0,1.0,226.0,120.0,146.93,969.65,2.0,1.0
veh1019,338.0,507.0,299.0,378.68,1745.45,3.0,1.0,553.0,285.0,381.87,2355.74,20.0,2.0
veh10190,3381.0,1048.0,825.0,954.15,1284.24,0.0,5.0,260.0,138.0,172.58,1160.72,0.0,1.0
veh10191,3381.0,1505.0,1170.0,1393.52,1516.18,1767.0,8.0,594.0,389.0,483.95,1516.18,1204.0,5.0
veh10192,3381.0,1314.0,876.0,1105.06,2847.98,46.0,9.0,796.0,548.0,665.97,1759.16,18.0,3.0
veh10193,3382.0,466.0,301.0,392.74,949.54,23.0,1.0,183.0,77.0,109.22,940.11,0.0,1.0
veh10194,3382.0,213.0,139.0,162.8,674.97,10.0,1.0,216.0,139.0,165.72,674.97,0.0,1.0
veh10195,3382.0,493.0,288.0,361.73,1805.47,2.0,2.0,405.0,241.0,315.88,1212.19,0.0,3.0
veh10196,3383.0,983.0,690.0,823.51,1788.9,1595.0,5.0,509.0,330.0,397.54,1251.56,0.0,1.0
veh10199,3384.0,385.0,212.0,273.66,1536.02,0.0,4.0,287.0,130.0,175.32,1536.98,0.0,1.0
veh102,33.0,344.0,167.0,209.88,1778.08,2.0,2.0,343.0,162.0,208.55,1778.08,2.0,2.0
veh1020,338.0,611.0,374.0,452.97,2010.94,0.0,3.0,539.0,308.0,380.96,2010.94,0.0,2.0
veh10200,3384.0,138.0,60.0,84.33,658.76,1.0,1.0,218.0,136.0,163.43,658.76,0.0,1.0
veh10202,3385.0,425.0,209.0,293.49,1796.66,0.0,4.0,417.0,216.0,285.77,1796.66,0.0,1.0
veh10203,3385.0,310.0,143.0,200.96,1479.47,3.0,3.0,298.0,136.0,189.01,1479.47,1.0,1.0
veh10205,3386.0,1822.0,1285.0,1537.5,3884.03,96.0,15.0,2235.0,1774.0,1989.08,3356.38,3.0,7.0
veh10206,3386.0,201.0,112.0,150.85,672.48,4.0,1.0,171.0,93.0,120.63,672.48,0.0,1.0
veh10207,3386.0,123.0,58.0,69.22,718.62,10.0,1.0,126.0,50.0,72.22,718.62,14.0,1.0
veh10208,3387.0,886.0,623.0,794.2,1252.07,21.0,5.0,366.0,236.0,276.51,1229.96,1.0,2.0
veh10209,3387.0,928.0,751.0,848.73,1001.23,1766.0,1.0,705.0,550.0,626.22,1001.23,1206.0,4.0
veh1021,338.0,211.0,135.0,161.08,682.62,0.0,1.0,189.0,116.0,138.76,682.62,15.0,1.0
veh10210,3387.0,1119.0,809.0,964.91,1779.28,1768.0,8.0,1152.0,880.0,1047.09,1192.74,1219.0,6.0
veh10211,3388.0,234.0,116.0,155.0,947.48,242.0,3.0,517.0,366.0,436.08,976.6,1.0,2.0
veh10212,3388.0,405.0,214.0,305.63,1218.68,245.0,2.0,329.0,187.0,230.57,1203.54,4.0,2.0
veh10213,3388.0,460.0,272.0,370.07,1233.45,3.0,3.0,294.0,173.0,203.8,1233.45,0.0,2.0
veh10214,3389.0,359.0,187.0,267.75,1254.57,0.0,2.0,253.0,124.0,161.49,1254.57,0.0,2.0
veh10215,3389.0,610.0,377.0,479.68,1766.93,1497.0,4.0,398.0,228.0,306.51,1245.96,891.0,3.0
veh10216,3389.0,524.0,358.0,416.09,1455.24,0.0,5.0,419.0,207.0,272.02,1991.25,0.0,2.0
veh10217,3390.0,423.0,239.0,292.64,1562.47,5.0,2.0,331.0,163.0,203.11,1502.68,0.0,4.0
veh10218,3390.0,265.0,119.0,150.23,1258.5,5.0,1.0,227.0,88.0,112.21,1258.5,3.0,1.0
veh10219,3390.0,1485.0,1097.0,1334.02,2066.57,2.0,10.0,478.0,198.0,289.92,2555.24,0.0,3.0
veh1022,339.0,462.0,310.0,370.72,1220.2,4.0,2.0,392.0,243.0,297.73,1281.33,0.0,1.0
