id,scheduled,duration_TM,waitingTime_TM,timeLoss_TM,routeLength_TM,departDelay_TM,rerouteNo_TM,duration_RL,waitingTime_RL,timeLoss_RL,routeLength_RL,departDelay_RL,rerouteNo_RL
veh230,76.0,595.0,351.0,444.21,2067.42,0.0,5.0,1005.0,673.0,819.01,2501.44,0.0,10.0
veh2300,763.0,239.0,114.0,147.75,1234.22,0.0,1.0,723.0,548.0,630.04,1287.53,0.0,1.0
veh2301,763.0,524.0,296.0,390.9,1849.5,0.0,3.0,680.0,410.0,547.56,1827.31,0.0,2.0
veh2302,763.0,874.0,700.0,784.06,1240.56,0.0,1.0,959.0,698.0,789.46,2333.69,4.0,4.0
veh2303,764.0,327.0,199.0,248.32,970.6,0.0,2.0,155.0,103.0,119.94,438.7,0.0,1.0
veh2304,764.0,178.0,80.0,106.37,974.27,0.0,1.0,259.0,160.0,188.52,974.27,0.0,1.0
veh2305,764.0,582.0,353.0,433.82,1771.53,3.0,4.0,289.0,149.0,186.71,1216.84,3.0,2.0
veh2306,765.0,309.0,183.0,238.2,964.71,0.0,1.0,591.0,459.0,520.06,964.71,0.0,1.0
veh2307,765.0,409.0,244.0,299.23,1489.8,0.0,2.0,223.0,126.0,153.25,938.68,0.0,1.0
veh2308,765.0,221.0,56.0,89.03,1822.12,2.0,1.0,362.0,186.0,231.7,1784.13,0.0,1.0
veh2309,766.0,509.0,288.0,361.95,1764.32,19.0,1.0,354.0,195.0,250.94,1243.51,14.0,1.0
veh231,76.0,354.0,227.0,284.83,936.56,2.0,1.0,619.0,370.0,470.74,2026.46,2.0,6.0
veh2310,766.0,200.0,56.0,106.55,1281.46,118.0,3.0,242.0,117.0,148.34,1281.46,81.0,2.0
veh2311,766.0,256.0,146.0,179.3,947.31,9.0,2.0,148.0,45.0,68.96,1004.51,0.0,1.0
veh2312,767.0,349.0,201.0,274.32,966.88,0.0,1.0,841.0,569.0,729.11,1451.15,0.0,6.0
veh2313,767.0,602.0,401.0,497.64,1244.27,73.0,4.0,943.0,655.0,796.44,1723.02,12.0,7.0
veh2314,767.0,161.0,89.0,109.88,688.5,0.0,1.0,158.0,88.0,106.78,688.5,0.0,1.0
veh2315,768.0,660.0,435.0,539.79,1476.1,20.0,6.0,487.0,300.0,366.94,1475.86,21.0,4.0
veh2316,768.0,126.0,0.0,12.36,1571.48,2.0,1.0,234.0,92.0,120.27,1571.48,0.0,1.0
veh2317,768.0,197.0,56.0,80.34,1535.49,0.0,2.0,285.0,140.0,168.84,1535.49,2.0,3.0
veh2318,769.0,269.0,108.0,158.48,1514.66,0.0,1.0,624.0,395.0,512.42,1528.44,0.0,4.0
veh2319,769.0,226.0,136.0,170.9,668.98,0.0,1.0,296.0,195.0,240.71,668.98,3.0,1.0
veh232,76.0,81.0,16.0,29.91,672.74,0.0,1.0,68.0,4.0,16.62,672.74,1.0,1.0
veh2320,769.0,229.0,130.0,150.36,975.56,0.0,1.0,763.0,615.0,684.12,975.56,0.0,1.0
veh2321,770.0,556.0,313.0,372.36,2316.0,0.0,3.0,327.0,132.0,188.65,1726.26,0.0,4.0
veh2322,770.0,778.0,609.0,703.29,957.17,73.0,4.0,747.0,574.0,672.59,957.17,11.0,5.0
veh2323,770.0,550.0,306.0,380.68,2296.11,37.0,3.0,320.0,116.0,190.4,1754.03,0.0,1.0
veh2324,771.0,398.0,226.0,270.29,1516.25,20.0,3.0,217.0,58.0,89.07,1516.25,21.0,1.0
veh2325,771.0,1881.0,1363.0,1639.64,3088.48,0.0,26.0,636.0,451.0,518.07,1525.02,0.0,3.0
veh2326,771.0,1026.0,691.0,815.91,2670.38,0.0,4.0,623.0,381.0,457.82,2106.41,1.0,2.0
veh2327,772.0,1534.0,1019.0,1309.93,3040.36,40.0,9.0,493.0,277.0,345.59,2010.39,17.0,3.0
veh2328,772.0,1138.0,847.0,1004.09,1816.93,0.0,4.0,398.0,207.0,266.49,1755.55,0.0,1.0
veh2329,772.0,520.0,348.0,416.2,1213.83,22.0,2.0,259.0,123.0,154.63,1213.83,4.0,1.0
veh233,77.0,242.0,119.0,151.59,1225.06,0.0,1.0,330.0,196.0,240.43,1225.06,0.0,1.0
veh2330,773.0,1737.0,1192.0,1489.21,3356.06,0.0,15.0,853.0,553.0,683.27,2306.27,0.0,8.0
veh2331,773.0,246.0,121.0,154.26,1181.14,13.0,1.0,311.0,189.0,216.3,1244.85,3.0,3.0
veh2332,773.0,1312.0,857.0,1069.08,2898.81,0.0,19.0,902.0,579.0,707.86,2302.25,0.0,5.0
veh2333,774.0,529.0,301.0,399.6,1774.74,3.0,2.0,329.0,208.0,241.1,1203.54,0.0,1.0
veh2334,774.0,849.0,492.0,599.31,3422.47,0.0,10.0,1112.0,737.0,901.46,2895.03,0.0,8.0
veh2335,774.0,340.0,153.0,224.57,1524.28,27.0,1.0,555.0,357.0,438.85,1524.28,37.0,1.0
veh2336,775.0,414.0,219.0,302.95,1535.14,0.0,2.0,952.0,605.0,760.65,2628.08,0.0,10.0
veh2337,775.0,272.0,158.0,198.15,973.73,0.0,1.0,374.0,238.0,301.06,973.73,0.0,1.0
veh2338,775.0,595.0,430.0,505.08,1234.91,0.0,3.0,147.0,42.0,57.21,1234.91,0.0,1.0
veh2339,776.0,1654.0,1246.0,1479.2,2231.16,0.0,5.0,307.0,201.0,254.55,672.56,0.0,3.0
veh234,77.0,202.0,105.0,122.72,975.48,0.0,1.0,281.0,176.0,202.25,975.48,0.0,1.0
veh2340,776.0,360.0,178.0,267.37,1280.78,0.0,2.0,919.0,662.0,829.84,1217.03,0.0,3.0
veh2341,776.0,327.0,191.0,234.81,1225.71,0.0,1.0,114.0,33.0,62.41,694.76,0.0,1.0
veh2342,777.0,299.0,189.0,227.48,955.57,0.0,1.0,662.0,496.0,591.18,955.57,0.0,1.0
veh2343,777.0,101.0,27.0,44.73,672.48,0.0,1.0,85.0,14.0,28.04,672.48,0.0,1.0
veh2344,777.0,260.0,214.0,227.93,443.09,0.0,1.0,79.0,34.0,46.3,443.09,0.0,1.0
veh2345,778.0,405.0,212.0,314.18,1249.37,0.0,1.0,522.0,359.0,432.55,1201.34,0.0,1.0
veh2346,778.0,477.0,287.0,365.03,1471.62,107.0,4.0,498.0,301.0,386.61,1471.62,76.0,2.0
veh2347,778.0,479.0,277.0,370.98,1471.62,108.0,4.0,493.0,292.0,385.28,1471.62,84.0,4.0
veh2348,779.0,264.0,140.0,173.82,1228.87,16.0,1.0,277.0,142.0,186.31,1228.87,0.0,1.0
veh2349,779.0,316.0,198.0,245.85,950.17,1.0,1.0,266.0,151.0,194.4,973.16,9.0,1.0
veh235,77.0,338.0,213.0,245.75,1183.71,3.0,1.0,470.0,325.0,374.95,1217.29,2.0,1.0
veh2350,779.0,409.0,180.0,243.05,2078.73,0.0,2.0,918.0,685.0,797.04,1502.12,0.0,11.0
veh2351,780.0,213.0,133.0,161.7,682.62,0.0,1.0,220.0,139.0,169.06,682.62,0.0,1.0
veh2352,780.0,499.0,266.0,367.43,1818.12,0.0,3.0,1173.0,819.0,1007.67,2275.33,0.0,7.0
veh2353,780.0,1122.0,821.0,993.82,1739.99,0.0,5.0,243.0,101.0,151.84,1256.39,0.0,2.0
veh2354,781.0,499.0,272.0,369.08,1791.95,2.0,2.0,270.0,83.0,139.68,1793.88,2.0,1.0
veh2355,781.0,680.0,395.0,504.97,2096.19,2.0,3.0,1038.0,730.0,864.81,2052.63,0.0,8.0
veh2356,781.0,493.0,255.0,308.05,2026.81,0.0,2.0,579.0,340.0,394.02,2026.0,3.0,2.0
veh2357,782.0,67.0,2.0,16.24,687.15,0.0,1.0,384.0,230.0,290.26,1291.35,0.0,1.0
veh2358,782.0,269.0,148.0,190.63,948.74,0.0,1.0,376.0,237.0,297.92,948.74,0.0,1.0
veh2359,782.0,661.0,413.0,514.24,2004.93,16.0,4.0,240.0,103.0,129.25,1501.6,0.0,2.0
veh236,78.0,215.0,119.0,146.6,913.22,0.0,1.0,217.0,121.0,148.89,913.22,0.0,1.0
veh2360,783.0,304.0,140.0,191.4,1561.73,0.0,4.0,479.0,297.0,367.36,1540.55,0.0,4.0
veh2361,783.0,158.0,90.0,106.66,698.96,2.0,1.0,431.0,346.0,379.72,698.96,2.0,1.0
veh2362,783.0,752.0,504.0,602.77,2014.39,0.0,2.0,206.0,66.0,96.71,1481.28,2.0,1.0
veh2363,784.0,444.0,259.0,334.79,1497.08,104.0,2.0,472.0,235.0,322.86,2048.0,125.0,3.0
veh2364,784.0,467.0,331.0,397.81,935.43,0.0,1.0,244.0,132.0,173.06,977.34,0.0,1.0
veh2365,784.0,573.0,340.0,415.38,2049.09,4.0,4.0,301.0,127.0,185.72,1497.97,0.0,1.0
veh2366,785.0,587.0,331.0,453.74,1846.74,0.0,4.0,481.0,311.0,387.9,1282.08,0.0,3.0
veh2367,785.0,974.0,540.0,700.84,3774.11,1.0,7.0,932.0,553.0,738.88,2653.29,0.0,4.0
veh2368,785.0,375.0,206.0,254.6,1482.97,0.0,1.0,278.0,129.0,156.9,1519.64,3.0,2.0
veh2369,786.0,279.0,171.0,197.27,960.09,27.0,1.0,222.0,115.0,139.69,960.09,0.0,1.0
veh237,78.0,304.0,173.0,202.06,1233.29,0.0,2.0,212.0,88.0,109.86,1233.29,5.0,2.0
veh2370,786.0,716.0,424.0,527.69,2592.72,0.0,4.0,536.0,288.0,347.69,2592.72,0.0,4.0
veh2371,786.0,409.0,236.0,311.25,1184.2,16.0,1.0,355.0,204.0,256.37,1217.27,26.0,2.0
veh2372,787.0,588.0,347.0,427.29,2100.04,16.0,4.0,1382.0,925.0,1182.74,2565.9,0.0,15.0
veh2373,787.0,1561.0,1064.0,1346.95,2969.89,12.0,8.0,1329.0,1066.0,1238.9,1230.63,8.0,10.0
veh2374,787.0,1996.0,1304.0,1679.82,4377.43,15.0,22.0,1111.0,803.0,958.13,2100.2,9.0,8.0
veh2375,788.0,453.0,314.0,362.67,1237.57,0.0,1.0,152.0,29.0,61.81,1237.57,0.0,1.0
veh2376,788.0,874.0,517.0,680.35,2689.72,0.0,5.0,739.0,480.0,590.47,2025.6,0.0,7.0
veh2377,788.0,804.0,545.0,654.98,2040.28,0.0,3.0,825.0,475.0,593.74,3177.34,0.0,3.0
veh2378,789.0,1756.0,1200.0,1512.65,3299.02,178.0,18.0,763.0,480.0,594.59,2313.72,1.0,5.0
veh2379,789.0,1538.0,1132.0,1386.7,2092.17,16.0,13.0,938.0,650.0,789.82,2027.43,0.0,7.0
veh238,78.0,442.0,257.0,312.94,1762.06,0.0,1.0,231.0,70.0,101.42,1762.06,0.0,1.0
veh2380,789.0,214.0,85.0,121.34,1278.73,12.0,2.0,429.0,272.0,337.98,1257.98,40.0,3.0
veh2381,790.0,135.0,38.0,63.61,975.76,0.0,1.0,228.0,130.0,156.44,975.76,0.0,1.0
veh2382,790.0,978.0,628.0,787.23,2603.12,0.0,10.0,956.0,582.0,763.0,2650.77,0.0,8.0
veh2383,790.0,734.0,496.0,611.25,1559.63,0.0,3.0,520.0,259.0,356.63,2054.38,1.0,4.0
veh2384,791.0,302.0,209.0,246.2,723.31,0.0,1.0,294.0,204.0,238.64,723.31,0.0,1.0
veh2385,791.0,472.0,288.0,361.09,1511.43,0.0,1.0,744.0,538.0,632.33,1511.43,0.0,1.0
veh2386,791.0,210.0,125.0,160.18,661.67,21.0,1.0,467.0,318.0,375.39,1250.5,0.0,1.0
veh2387,792.0,1686.0,1163.0,1458.65,3128.58,0.0,15.0,829.0,635.0,757.62,986.38,5.0,9.0
veh2388,792.0,625.0,437.0,533.24,1256.84,0.0,2.0,1300.0,967.0,1170.34,1750.58,0.0,8.0
veh2389,792.0,1944.0,1452.0,1721.14,2896.94,0.0,13.0,858.0,572.0,679.69,2284.91,0.0,8.0
veh239,79.0,162.0,92.0,110.42,715.5,7.0,1.0,99.0,34.0,47.31,715.5,0.0,1.0
veh2390,793.0,895.0,559.0,684.76,2577.09,0.0,4.0,1329.0,926.0,1120.9,2508.24,4.0,12.0
veh2391,793.0,862.0,557.0,702.23,2086.89,20.0,6.0,1761.0,1160.0,1479.82,3653.64,2.0,23.0
veh2392,793.0,1650.0,1108.0,1401.82,3396.8,22.0,6.0,884.0,529.0,714.7,2310.06,0.0,8.0
veh2393,794.0,179.0,64.0,86.9,1235.85,5.0,1.0,445.0,270.0,352.9,1235.85,0.0,1.0
veh2394,794.0,322.0,174.0,231.82,1240.74,0.0,4.0,321.0,195.0,230.52,1240.74,0.0,1.0
veh2395,794.0,477.0,291.0,375.86,1278.62,11.0,1.0,372.0,217.0,270.71,1278.62,35.0,1.0
veh2396,795.0,553.0,307.0,437.59,1537.9,21.0,2.0,580.0,319.0,425.62,2018.88,1.0,7.0
veh2397,795.0,604.0,356.0,454.62,2050.66,0.0,2.0,351.0,150.0,201.47,2050.66,0.0,2.0
veh2398,795.0,1376.0,872.0,1109.61,3601.83,188.0,15.0,539.0,338.0,426.86,1546.02,0.0,7.0
veh2399,796.0,765.0,470.0,596.89,2299.4,1.0,3.0,305.0,144.0,213.25,1255.49,0.0,1.0
veh24,7.0,282.0,148.0,173.2,1217.16,0.0,1.0,192.0,62.0,83.28,1217.16,0.0,1.0
veh240,79.0,418.0,209.0,280.12,1797.43,0.0,2.0,476.0,265.0,340.47,1736.4,0.0,3.0
veh2400,796.0,520.0,290.0,368.42,2088.03,0.0,5.0,1061.0,778.0,912.84,2026.81,0.0,10.0
veh2401,796.0,786.0,557.0,665.13,1500.84,10.0,1.0,327.0,144.0,206.86,1500.84,37.0,2.0
veh2402,797.0,686.0,418.0,497.12,2333.89,0.0,3.0,578.0,322.0,389.8,2312.59,0.0,1.0
veh2403,797.0,909.0,684.0,789.31,1538.12,1.0,3.0,351.0,179.0,235.13,1472.82,0.0,1.0
veh2404,797.0,1122.0,714.0,930.91,2635.44,0.0,9.0,891.0,590.0,739.0,2105.79,0.0,3.0
veh2405,798.0,220.0,167.0,189.12,414.52,0.0,1.0,1481.0,1084.0,1290.88,2586.77,0.0,5.0
veh2406,798.0,501.0,242.0,328.27,2382.45,0.0,4.0,542.0,260.0,328.64,2949.44,1.0,3.0
veh2407,798.0,1034.0,607.0,840.14,2670.67,7.0,6.0,1448.0,1148.0,1339.46,1474.63,0.0,7.0
veh2408,799.0,358.0,174.0,237.11,1540.12,2.0,2.0,406.0,218.0,283.29,1564.44,3.0,1.0
veh2409,799.0,556.0,416.0,485.29,967.37,3.0,3.0,319.0,199.0,250.25,914.71,3.0,1.0
veh241,79.0,280.0,131.0,169.73,1500.88,0.0,1.0,434.0,276.0,324.73,1500.88,0.0,1.0
veh2410,799.0,350.0,235.0,281.09,936.92,3.0,1.0,523.0,399.0,454.4,936.92,4.0,1.0
veh2411,800.0,821.0,476.0,609.56,2919.52,1.0,3.0,1021.0,625.0,809.91,2908.07,1.0,5.0
veh2412,800.0,493.0,280.0,359.18,1848.75,0.0,3.0,1048.0,780.0,917.72,1787.53,0.0,7.0
veh2413,800.0,351.0,220.0,269.28,976.2,11.0,2.0,413.0,266.0,332.61,936.92,4.0,1.0
veh2414,801.0,277.0,146.0,206.05,961.8,17.0,2.0,862.0,565.0,709.89,2091.88,0.0,4.0
veh2415,801.0,457.0,281.0,329.27,1733.4,0.0,1.0,289.0,122.0,160.65,1733.4,0.0,4.0
veh2416,801.0,648.0,378.0,455.95,2633.2,0.0,4.0,316.0,116.0,163.31,2090.76,0.0,2.0
veh2417,802.0,217.0,97.0,145.95,959.22,0.0,3.0,214.0,113.0,143.04,959.22,4.0,1.0
veh2418,802.0,1736.0,1217.0,1506.05,3141.45,0.0,22.0,736.0,504.0,626.0,1499.04,0.0,8.0
veh2419,802.0,205.0,118.0,153.58,661.67,19.0,1.0,546.0,372.0,451.42,1250.5,0.0,1.0
veh242,80.0,411.0,215.0,255.08,2064.09,0.0,3.0,288.0,99.0,131.14,2102.1,0.0,2.0
veh2420,803.0,320.0,176.0,221.23,1239.57,0.0,2.0,325.0,182.0,225.89,1244.14,0.0,1.0
veh2421,803.0,1236.0,852.0,1084.06,2090.82,6.0,14.0,1049.0,755.0,936.5,1547.33,2.0,4.0
veh2422,803.0,72.0,1.0,22.58,671.61,12.0,1.0,69.0,0.0,19.43,671.61,11.0,1.0
veh2423,803.0,820.0,489.0,624.75,2658.01,5.0,10.0,1752.0,1283.0,1556.79,2628.51,0.0,15.0
veh2424,804.0,687.0,440.0,537.58,2049.45,0.0,2.0,445.0,237.0,333.49,1526.19,0.0,2.0
veh2425,804.0,380.0,285.0,331.06,655.56,2.0,1.0,1047.0,741.0,919.49,1744.29,0.0,3.0
veh2426,804.0,1307.0,832.0,1076.29,3182.0,1.0,7.0,996.0,677.0,809.39,2551.28,0.0,7.0
veh2427,805.0,622.0,390.0,473.24,2029.69,0.0,3.0,294.0,132.0,183.67,1510.03,0.0,1.0
veh2428,805.0,156.0,61.0,78.37,975.87,1.0,1.0,207.0,103.0,131.66,937.16,0.0,1.0
veh2429,805.0,1025.0,734.0,830.24,955.56,0.0,1.0,296.0,124.0,169.75,1527.26,0.0,1.0
veh243,80.0,136.0,37.0,63.53,977.9,0.0,1.0,137.0,33.0,64.84,977.9,2.0,1.0
veh2430,806.0,794.0,600.0,688.93,1280.87,8.0,1.0,242.0,118.0,136.83,1280.87,8.0,1.0
veh2431,806.0,128.0,14.0,54.16,959.42,3.0,2.0,199.0,87.0,125.32,959.42,28.0,2.0
veh2432,806.0,622.0,407.0,504.36,1498.27,5.0,2.0,599.0,385.0,480.99,1512.79,6.0,2.0
veh2433,807.0,723.0,391.0,511.27,2926.91,0.0,6.0,459.0,186.0,285.43,2409.12,0.0,1.0
veh2434,807.0,954.0,549.0,711.69,3085.97,0.0,12.0,1494.0,978.0,1209.84,3611.71,0.0,18.0
veh2435,807.0,313.0,168.0,222.97,1220.34,0.0,2.0,237.0,110.0,146.84,1217.08,0.0,1.0
veh2436,808.0,453.0,280.0,343.48,1481.81,2.0,2.0,1647.0,1299.0,1499.04,1984.93,0.0,11.0
veh2437,808.0,1383.0,875.0,1113.41,3701.27,0.0,11.0,949.0,583.0,756.54,2632.85,0.0,5.0
veh2438,808.0,498.0,351.0,421.21,998.62,0.0,1.0,312.0,194.0,234.96,998.62,0.0,1.0
veh2439,809.0,2573.0,1711.0,2196.31,5133.44,2.0,22.0,1619.0,1166.0,1405.78,2899.64,0.0,14.0
veh244,80.0,379.0,199.0,267.01,1518.64,0.0,2.0,383.0,207.0,272.02,1512.15,0.0,2.0
veh2440,809.0,754.0,404.0,560.91,2241.34,0.0,6.0,672.0,353.0,432.08,2813.68,0.0,4.0
veh2441,809.0,562.0,344.0,452.24,1480.25,0.0,2.0,552.0,353.0,440.02,1527.92,2.0,1.0
veh2442,810.0,1793.0,1223.0,1512.47,3438.87,0.0,20.0,1028.0,719.0,881.59,1792.95,0.0,6.0
veh2443,810.0,225.0,125.0,150.49,949.92,0.0,1.0,238.0,132.0,164.2,949.92,0.0,1.0
veh2444,810.0,223.0,117.0,152.22,970.17,85.0,2.0,334.0,215.0,263.16,970.17,102.0,3.0
veh2445,811.0,180.0,111.0,129.28,694.68,0.0,1.0,96.0,33.0,44.87,694.68,0.0,1.0
veh2446,811.0,1541.0,1116.0,1349.05,2363.62,0.0,6.0,709.0,486.0,607.35,1242.58,2.0,7.0
veh2447,811.0,287.0,150.0,212.86,970.6,0.0,2.0,202.0,145.0,169.05,438.7,0.0,1.0
veh2448,812.0,571.0,317.0,420.15,2085.78,0.0,3.0,917.0,605.0,765.59,2086.11,0.0,2.0
veh2449,812.0,216.0,105.0,138.55,974.68,0.0,1.0,262.0,147.0,184.08,974.68,24.0,1.0
veh245,81.0,36.0,0.0,5.12,414.76,0.0,1.0,36.0,0.0,5.32,414.76,0.0,1.0
veh2450,812.0,388.0,179.0,262.0,1522.62,3.0,2.0,1012.0,648.0,794.2,2627.94,0.0,8.0
veh2451,813.0,848.0,484.0,593.57,2595.82,0.0,5.0,479.0,273.0,331.35,1512.1,1.0,2.0
veh2452,813.0,779.0,535.0,630.54,1823.32,1.0,3.0,958.0,675.0,855.1,1256.36,3.0,4.0
veh2453,813.0,231.0,146.0,180.01,668.98,16.0,1.0,338.0,246.0,287.64,668.98,9.0,1.0
veh2454,814.0,689.0,473.0,588.69,1256.62,5.0,2.0,689.0,429.0,548.62,1737.6,0.0,4.0
veh2455,814.0,948.0,695.0,836.6,1540.99,0.0,1.0,880.0,659.0,768.47,1540.99,1.0,9.0
veh2456,814.0,191.0,93.0,121.28,952.35,1.0,2.0,121.0,33.0,51.5,952.35,3.0,1.0
veh2457,815.0,767.0,584.0,666.17,1256.84,5.0,1.0,251.0,118.0,150.08,1256.84,1.0,1.0
veh2458,815.0,409.0,197.0,276.73,1821.87,1.0,3.0,400.0,217.0,267.27,1844.06,0.0,2.0
veh2459,815.0,735.0,541.0,643.1,1258.69,2.0,1.0,863.0,649.0,771.36,1258.69,3.0,7.0
veh246,81.0,252.0,154.0,180.76,936.92,0.0,1.0,342.0,234.0,270.78,936.92,4.0,1.0
veh2460,816.0,1017.0,676.0,866.66,2060.19,0.0,5.0,632.0,421.0,521.28,1513.05,1.0,3.0
veh2461,816.0,456.0,235.0,303.06,2125.25,23.0,4.0,931.0,591.0,778.77,2100.93,2.0,8.0
veh2462,816.0,1001.0,647.0,836.83,2102.05,1.0,6.0,624.0,357.0,462.32,2044.54,1.0,7.0
veh2463,817.0,235.0,156.0,184.34,694.44,32.0,1.0,73.0,10.0,22.17,694.44,8.0,1.0
veh2464,817.0,109.0,41.0,58.1,679.5,4.0,1.0,101.0,37.0,50.84,679.5,0.0,1.0
veh2465,817.0,633.0,407.0,476.31,1809.73,0.0,1.0,460.0,256.0,307.04,1749.2,0.0,2.0
veh2466,818.0,997.0,687.0,851.4,1960.28,0.0,5.0,500.0,357.0,427.33,1004.43,28.0,1.0
veh2467,818.0,1028.0,775.0,917.05,1500.93,2.0,4.0,574.0,321.0,425.28,2016.86,0.0,2.0
veh2468,818.0,955.0,693.0,843.27,1536.93,0.0,3.0,290.0,128.0,181.57,1474.5,0.0,1.0
veh2469,819.0,778.0,416.0,543.48,2814.8,0.0,4.0,1320.0,1032.0,1173.54,1737.63,0.0,10.0
veh247,81.0,415.0,242.0,305.25,1482.34,0.0,3.0,323.0,164.0,212.91,1502.13,0.0,1.0
veh2470,819.0,782.0,568.0,672.32,1495.99,22.0,4.0,455.0,276.0,345.59,1474.68,3.0,2.0
veh2471,819.0,383.0,257.0,295.49,980.59,36.0,1.0,709.0,497.0,573.18,1518.31,5.0,2.0
veh2472,820.0,910.0,599.0,712.14,2337.65,0.0,4.0,348.0,158.0,197.33,1797.77,0.0,1.0
veh2473,820.0,1286.0,898.0,1137.5,2028.55,0.0,13.0,883.0,634.0,770.74,1532.11,0.0,10.0
veh2474,820.0,106.0,42.0,53.33,719.32,17.0,1.0,198.0,122.0,145.92,719.32,14.0,1.0
veh2475,821.0,629.0,368.0,479.84,2047.03,78.0,5.0,787.0,515.0,637.87,2047.03,94.0,4.0
veh2476,821.0,789.0,446.0,599.71,2600.29,1.0,6.0,1203.0,876.0,1013.5,2594.4,0.0,9.0
veh2477,821.0,2088.0,1441.0,1798.83,3976.21,0.0,15.0,743.0,421.0,571.53,2363.13,0.0,5.0
veh2478,822.0,304.0,138.0,212.85,1242.62,8.0,3.0,491.0,309.0,400.75,1232.28,10.0,1.0
veh2479,822.0,839.0,506.0,648.66,2315.68,0.0,7.0,1138.0,780.0,993.45,1744.18,0.0,9.0
veh248,82.0,160.0,70.0,89.42,974.68,0.0,1.0,156.0,60.0,84.98,974.68,4.0,1.0
veh2480,822.0,463.0,214.0,308.65,2083.43,0.0,4.0,800.0,467.0,606.94,2602.76,6.0,9.0
veh2481,823.0,356.0,169.0,209.26,1821.3,3.0,2.0,210.0,45.0,61.62,1846.76,5.0,1.0
veh2482,823.0,561.0,346.0,407.06,2128.01,23.0,3.0,619.0,333.0,426.71,2665.57,0.0,3.0
veh2483,823.0,282.0,157.0,191.26,1225.71,0.0,1.0,236.0,132.0,185.3,694.76,0.0,1.0
veh2484,824.0,419.0,227.0,329.57,1214.13,76.0,6.0,302.0,168.0,212.13,1214.13,94.0,1.0
veh2485,824.0,457.0,275.0,365.22,1258.12,0.0,2.0,1283.0,866.0,1113.09,2326.64,0.0,7.0
veh2486,824.0,319.0,177.0,221.44,1247.15,2.0,1.0,197.0,71.0,101.03,1225.06,5.0,2.0
veh2487,825.0,319.0,168.0,244.04,974.76,0.0,1.0,431.0,302.0,356.39,974.76,6.0,1.0
veh2488,825.0,682.0,427.0,535.97,1991.26,0.0,3.0,396.0,215.0,285.62,1506.48,0.0,2.0
veh2489,825.0,1234.0,969.0,1122.89,1526.99,8.0,11.0,309.0,141.0,200.45,1473.28,0.0,1.0
veh249,82.0,147.0,69.0,95.39,688.99,0.0,1.0,143.0,77.0,92.31,688.99,0.0,1.0
veh2490,826.0,1431.0,945.0,1164.09,3423.07,165.0,15.0,582.0,365.0,483.48,1266.02,0.0,4.0
veh2491,826.0,617.0,392.0,486.41,1798.82,0.0,2.0,287.0,127.0,197.06,1217.97,6.0,1.0
veh2492,826.0,411.0,269.0,331.55,976.84,0.0,1.0,564.0,372.0,486.0,935.51,0.0,5.0
veh2493,827.0,348.0,204.0,276.72,976.22,10.0,3.0,167.0,72.0,95.49,976.22,7.0,1.0
veh2494,827.0,353.0,156.0,219.05,1821.3,6.0,2.0,293.0,120.0,158.11,1846.76,5.0,1.0
veh2495,827.0,304.0,131.0,211.12,1280.14,4.0,2.0,423.0,250.0,333.46,1220.22,6.0,1.0
veh2496,828.0,315.0,178.0,223.5,1257.02,30.0,2.0,517.0,340.0,423.95,1282.93,4.0,1.0
veh2497,828.0,247.0,120.0,158.5,1195.01,2.0,2.0,268.0,148.0,179.12,1212.0,0.0,1.0
veh2498,828.0,402.0,275.0,330.73,974.68,2.0,2.0,386.0,257.0,315.18,974.44,0.0,1.0
veh2499,829.0,113.0,45.0,62.04,679.42,6.0,1.0,104.0,35.0,53.31,679.42,9.0,1.0
veh25,8.0,301.0,139.0,176.06,1477.18,0.0,1.0,246.0,85.0,121.31,1477.28,0.0,2.0
veh250,82.0,73.0,29.0,38.89,437.1,0.0,1.0,70.0,28.0,36.1,437.1,0.0,1.0
veh2500,829.0,193.0,102.0,122.84,956.26,0.0,1.0,198.0,107.0,128.12,956.26,0.0,1.0
veh2501,829.0,1041.0,658.0,832.75,2842.01,165.0,12.0,607.0,373.0,474.47,1827.54,0.0,6.0
veh2502,830.0,490.0,329.0,401.09,1216.13,12.0,3.0,367.0,206.0,275.81,1254.36,0.0,2.0
veh2503,830.0,552.0,357.0,420.99,1803.43,3.0,2.0,613.0,351.0,444.7,2284.41,33.0,8.0
veh2504,830.0,853.0,530.0,685.92,2296.47,17.0,3.0,462.0,241.0,329.16,1842.54,0.0,2.0
veh2505,831.0,292.0,163.0,219.06,975.14,0.0,1.0,1332.0,1072.0,1258.41,978.03,0.0,11.0
veh2506,831.0,418.0,251.0,309.33,1495.04,0.0,1.0,627.0,433.0,518.0,1490.51,0.0,2.0
veh2507,831.0,786.0,416.0,568.33,2923.31,0.0,5.0,1528.0,1101.0,1353.82,2307.96,0.0,10.0
veh2508,832.0,1222.0,690.0,950.01,3716.96,0.0,11.0,1125.0,815.0,977.12,2017.13,0.0,8.0
veh2509,832.0,121.0,67.0,88.49,435.71,10.0,1.0,122.0,71.0,88.99,435.71,11.0,1.0
veh251,83.0,373.0,206.0,246.21,1526.66,4.0,1.0,473.0,291.0,346.17,1526.66,1.0,1.0
veh2510,832.0,870.0,572.0,701.4,1975.23,16.0,4.0,521.0,283.0,349.56,2030.79,15.0,2.0
