time,tls,d0,d1,d2,d3
5310,C5,57,11,11,11
5310,D0,24,22,22,22
5310,D1,21,21,27,21
5310,D2,51,13,13,13
5310,D3,24,22,22,22
5310,D4,24,22,22,22
5310,D5,12,12,54,12
5310,E0,24,22,22,22
5310,E1,24,22,22,22
5310,E2,24,22,22,22
5310,E3,60,10,10,10
5310,E4,11,11,57,11
5310,E5,10,10,60,10
5310,F0,24,22,22,22
5310,F1,24,22,22,22
5310,F2,60,10,10,10
5310,F3,60,10,10,10
5310,F4,24,22,22,22
5310,F5,10,60,10,10
5400,A0,51,13,13,13
5400,A1,24,22,22,22
5400,A2,12,12,54,12
5400,A4,60,10,10,10
5400,A5,24,22,22,22
5400,B0,24,22,22,22
5400,B1,24,22,22,22
5400,B2,24,22,22,22
5400,B4,24,22,22,22
5400,B5,60,10,10,10
5400,C0,21,21,27,21
5400,C1,24,22,22,22
5400,C2,57,13,10,10
5400,C3,60,10,10,10
5400,C4,57,11,11,11
5400,C5,57,11,11,11
5400,D0,24,22,22,22
5400,D1,22,22,24,22
5400,D2,48,14,14,14
5400,D3,24,22,22,22
5400,D4,24,22,22,22
5400,D5,13,13,51,13
5400,E0,24,22,22,22
5400,E1,24,22,22,22
5400,E2,24,22,22,22
5400,E3,60,10,10,10
5400,E4,11,11,57,11
5400,E5,10,10,60,10
5400,F0,24,22,22,22
5400,F1,24,22,22,22
5400,F2,60,10,10,10
5400,F3,60,10,10,10
5400,F4,24,22,22,22
5400,F5,10,60,10,10
5490,A0,51,13,13,13
5490,A1,24,22,22,22
5490,A2,11,11,57,11
5490,A4,60,10,10,10
5490,A5,24,22,22,22
5490,B0,24,22,22,22
5490,B1,24,22,22,22
5490,B2,24,22,22,22
5490,B4,24,22,22,22
5490,B5,60,10,10,10
5490,C0,22,22,24,22
5490,C1,24,22,22,22
5490,C2,56,14,10,10
5490,C3,60,10,10,10
5490,C4,57,11,11,11
5490,C5,57,11,11,11
5490,D0,24,22,22,22
5490,D1,22,22,24,22
5490,D2,45,15,15,15
5490,D3,24,22,22,22
5490,D4,24,22,22,22
5490,D5,13,13,51,13
5490,E0,24,22,22,22
5490,E1,24,22,22,22
5490,E2,24,22,22,22
5490,E3,60,10,10,10
5490,E4,11,11,57,11
5490,E5,10,10,60,10
5490,F0,24,22,22,22
5490,F1,24,22,22,22
5490,F2,60,10,10,10
5490,F3,60,10,10,10
5490,F4,24,22,22,22
5490,F5,10,60,10,10
5580,A0,51,13,13,13
5580,A1,24,22,22,22
5580,A2,12,12,54,12
5580,A4,60,10,10,10
5580,A5,27,21,21,21
5580,B0,24,22,22,22
5580,B1,24,22,22,22
5580,B2,24,22,22,22
5580,B4,24,22,22,22
5580,B5,60,10,10,10
5580,C0,21,21,27,21
5580,C1,24,22,22,22
5580,C2,57,13,10,10
5580,C3,60,10,10,10
5580,C4,57,11,11,11
5580,C5,57,11,11,11
5580,D0,24,22,22,22
5580,D1,20,20,30,20
5580,D2,51,13,13,13
5580,D3,24,22,22,22
5580,D4,24,22,22,22
5580,D5,12,12,54,12
5580,E0,24,22,22,22
5580,E1,24,22,22,22
5580,E2,24,22,22,22
5580,E3,60,10,10,10
5580,E4,11,11,57,11
5580,E5,10,10,60,10
5580,F0,24,22,22,22
5580,F1,24,22,22,22
5580,F2,60,10,10,10
5580,F3,60,10,10,10
5580,F4,24,22,22,22
5580,F5,10,60,10,10
5670,A0,51,13,13,13
5670,A1,24,22,22,22
5670,A2,12,12,54,12
5670,A4,60,10,10,10
5670,A5,27,21,21,21
5670,B0,24,22,22,22
5670,B1,22,24,22,22
5670,B2,24,22,22,22
5670,B4,24,22,22,22
5670,B5,60,10,10,10
5670,C0,22,22,24,22
5670,C1,24,22,22,22
5670,C2,57,13,10,10
5670,C3,60,10,10,10
5670,C4,57,11,11,11
5670,C5,57,11,11,11
5670,D0,24,22,22,22
5670,D1,21,21,27,21
5670,D2,51,13,13,13
5670,D3,24,22,22,22
5670,D4,24,22,22,22
5670,D5,12,12,54,12
5670,E0,24,22,22,22
5670,E1,24,22,22,22
5670,E2,24,22,22,22
5670,E3,60,10,10,10
5670,E4,11,11,57,11
5670,E5,10,10,60,10
5670,F0,24,22,22,22
5670,F1,24,22,22,22
5670,F2,60,10,10,10
5670,F3,60,10,10,10
5670,F4,24,22,22,22
5670,F5,10,60,10,10
5760,A0,51,13,13,13
5760,A1,24,22,22,22
5760,A2,11,11,57,11
5760,A4,60,10,10,10
5760,A5,30,20,20,20
5760,B0,24,22,22,22
5760,B1,24,22,22,22
5760,B2,24,22,22,22
5760,B4,24,22,22,22
5760,B5,60,10,10,10
5760,C0,21,21,27,21
5760,C1,24,22,22,22
5760,C2,58,12,10,10
5760,C3,60,10,10,10
5760,C4,57,11,11,11
5760,C5,57,11,11,11
5760,D0,24,22,22,22
5760,D1,21,21,27,21
5760,D2,45,15,15,15
5760,D3,24,22,22,22
5760,D4,24,22,22,22
5760,D5,13,13,51,13
5760,E0,24,22,22,22
5760,E1,24,22,22,22
5760,E2,24,22,22,22
5760,E3,60,10,10,10
5760,E4,11,11,57,11
5760,E5,10,10,60,10
5760,F0,24,22,22,22
5760,F1,24,22,22,22
5760,F2,60,10,10,10
5760,F3,60,10,10,10
5760,F4,24,22,22,22
5760,F5,10,60,10,10
5850,A0,51,13,13,13
5850,A1,24,22,22,22
5850,A2,11,11,57,11
5850,A4,60,10,10,10
5850,A5,27,21,21,21
5850,B0,24,22,22,22
5850,B1,24,22,22,22
5850,B2,24,22,22,22
5850,B4,24,22,22,22
5850,B5,60,10,10,10
5850,C0,22,22,24,22
5850,C1,24,22,22,22
5850,C2,58,12,10,10
5850,C3,60,10,10,10
5850,C4,60,10,10,10
5850,C5,57,11,11,11
5850,D0,24,22,22,22
5850,D1,21,21,27,21
5850,D2,48,14,14,14
5850,D3,24,22,22,22
5850,D4,24,22,22,22
5850,D5,13,13,51,13
5850,E0,24,22,22,22
5850,E1,24,22,22,22
5850,E2,24,22,22,22
5850,E3,60,10,10,10
5850,E4,11,11,57,11
5850,E5,10,10,60,10
5850,F0,24,22,22,22
5850,F1,24,22,22,22
5850,F2,60,10,10,10
5850,F3,60,10,10,10
5850,F4,24,22,22,22
5850,F5,10,60,10,10
5940,A0,51,13,13,13
5940,A1,24,22,22,22
5940,A2,11,11,57,11
5940,A4,60,10,10,10
5940,A5,27,21,21,21
5940,B0,24,22,22,22
5940,B1,24,22,22,22
5940,B2,24,22,22,22
5940,B4,24,22,22,22
5940,B5,60,10,10,10
5940,C0,22,22,24,22
5940,C1,24,22,22,22
5940,C2,58,12,10,10
5940,C3,60,10,10,10
5940,C4,57,11,11,11
5940,C5,57,11,11,11
5940,D0,24,22,22,22
5940,D1,21,21,27,21
5940,D2,48,14,14,14
5940,D3,24,22,22,22
5940,D4,24,22,22,22
5940,D5,13,13,51,13
5940,E0,24,22,22,22
5940,E1,24,22,22,22
5940,E2,24,22,22,22
5940,E3,60,10,10,10
5940,E4,11,11,57,11
5940,E5,10,10,60,10
5940,F0,24,22,22,22
5940,F1,24,22,22,22
5940,F2,60,10,10,10
5940,F3,60,10,10,10
5940,F4,24,22,22,22
5940,F5,10,60,10,10
6030,A0,51,13,13,13
6030,A1,24,22,22,22
6030,A2,12,12,54,12
6030,A4,60,10,10,10
6030,A5,24,22,22,22
6030,B0,24,22,22,22
6030,B1,24,22,22,22
6030,B2,24,22,22,22
6030,B4,24,22,22,22
6030,B5,60,10,10,10
6030,C0,24,22,22,22
6030,C1,24,22,22,22
6030,C2,55,15,10,10
6030,C3,60,10,10,10
6030,C4,57,11,11,11
6030,C5,57,11,11,11
6030,D0,24,22,22,22
6030,D1,21,21,27,21
6030,D2,42,16,16,16
6030,D3,24,22,22,22
6030,D4,24,22,22,22
6030,D5,13,13,51,13
6030,E0,24,22,22,22
6030,E1,24,22,22,22
6030,E2,24,22,22,22
6030,E3,60,10,10,10
6030,E4,11,11,57,11
6030,E5,10,10,60,10
6030,F0,24,22,22,22
6030,F1,24,22,22,22
6030,F2,60,10,10,10
6030,F3,60,10,10,10
6030,F4,24,22,22,22
6030,F5,10,60,10,10
6120,A0,51,13,13,13
6120,A1,24,22,22,22
6120,A2,11,11,57,11
6120,A4,60,10,10,10
6120,A5,27,21,21,21
6120,B0,24,22,22,22
6120,B1,24,22,22,22
6120,B2,24,22,22,22
6120,B4,24,22,22,22
6120,B5,60,10,10,10
6120,C0,22,22,24,22
6120,C1,24,22,22,22
6120,C2,57,13,10,10
6120,C3,60,10,10,10
6120,C4,57,11,11,11
6120,C5,57,11,11,11
6120,D0,24,22,22,22
6120,D1,21,21,27,21
6120,D2,45,15,15,15
6120,D3,24,22,22,22
6120,D4,24,22,22,22
6120,D5,13,13,51,13
6120,E0,24,22,22,22
6120,E1,24,22,22,22
6120,E2,24,22,22,22
6120,E3,60,10,10,10
6120,E4,11,11,57,11
6120,E5,10,10,60,10
6120,F0,24,22,22,22
6120,F1,24,22,22,22
6120,F2,60,10,10,10
6120,F3,60,10,10,10
6120,F4,24,22,22,22
6120,F5,10,60,10,10
6210,A0,51,13,13,13
6210,A1,24,22,22,22
6210,A2,12,12,54,12
6210,A4,60,10,10,10
6210,A5,24,22,22,22
6210,B0,24,22,22,22
6210,B1,24,22,22,22
6210,B2,24,22,22,22
6210,B4,24,22,22,22
6210,B5,60,10,10,10
6210,C0,19,19,33,19
6210,C1,24,22,22,22
6210,C2,58,12,10,10
6210,C3,60,10,10,10
6210,C4,60,10,10,10
6210,C5,57,11,11,11
6210,D0,24,22,22,22
6210,D1,20,20,30,20
6210,D2,51,13,13,13
6210,D3,24,22,22,22
6210,D4,24,22,22,22
6210,D5,12,12,54,12
6210,E0,24,22,22,22
6210,E1,24,22,22,22
6210,E2,24,22,22,22
6210,E3,60,10,10,10
6210,E4,11,11,57,11
6210,E5,10,10,60,10
6210,F0,24,22,22,22
6210,F1,24,22,22,22
6210,F2,60,10,10,10
6210,F3,60,10,10,10
6210,F4,24,22,22,22
6210,F5,10,60,10,10
6300,A0,48,14,14,14
6300,A1,24,22,22,22
6300,A2,12,12,54,12
6300,A4,60,10,10,10
6300,A5,24,22,22,22
6300,B0,24,22,22,22
6300,B1,24,22,22,22
6300,B2,24,22,22,22
6300,B4,24,22,22,22
6300,B5,60,10,10,10
6300,C0,22,22,24,22
6300,C1,24,22,22,22
6300,C2,56,14,10,10
6300,C3,60,10,10,10
6300,C4,60,10,10,10
6300,C5,57,11,11,11
6300,D0,24,22,22,22
6300,D1,21,21,27,21
6300,D2,45,15,15,15
6300,D3,24,22,22,22
6300,D4,24,22,22,22
6300,D5,13,13,51,13
6300,E0,24,22,22,22
6300,E1,24,22,22,22
6300,E2,24,22,22,22
6300,E3,60,10,10,10
6300,E4,11,11,57,11
6300,E5,10,10,60,10
6300,F0,24,22,22,22
6300,F1,24,22,22,22
6300,F2,60,10,10,10
6300,F3,60,10,10,10
6300,F4,24,22,22,22
6300,F5,10,60,10,10
6390,A0,51,13,13,13
6390,A1,24,22,22,22
6390,A2,12,12,54,12
6390,A4,60,10,10,10
6390,A5,24,22,22,22
6390,B0,24,22,22,22
6390,B1,24,22,22,22
6390,B2,24,22,22,22
6390,B4,24,22,22,22
6390,B5,60,10,10,10
6390,C0,22,22,24,22
6390,C1,24,22,22,22
6390,C2,57,13,10,10
6390,C3,60,10,10,10
6390,C4,57,11,11,11
6390,C5,57,11,11,11
6390,D0,24,22,22,22
6390,D1,22,22,24,22
6390,D2,45,15,15,15
6390,D3,24,22,22,22
6390,D4,24,22,22,22
6390,D5,13,13,51,13
6390,E0,24,22,22,22
6390,E1,24,22,22,22
6390,E2,24,22,22,22
6390,E3,60,10,10,10
6390,E4,11,11,57,11
6390,E5,10,10,60,10
6390,F0,24,22,22,22
6390,F1,24,22,22,22
6390,F2,60,10,10,10
6390,F3,60,10,10,10
6390,F4,24,22,22,22
6390,F5,10,60,10,10
6480,A0,54,12,12,12
6480,A1,24,22,22,22
6480,A2,12,12,54,12
6480,A4,60,10,10,10
6480,A5,27,21,21,21
6480,B0,24,22,22,22
6480,B1,24,22,22,22
6480,B2,24,22,22,22
6480,B4,24,22,22,22
6480,B5,60,10,10,10
6480,C0,20,20,30,20
6480,C1,24,22,22,22
6480,C2,56,14,10,10
6480,C3,60,10,10,10
6480,C4,57,11,11,11
6480,C5,57,11,11,11
6480,D0,24,22,22,22
6480,D1,21,21,27,21
6480,D2,48,14,14,14
6480,D3,24,22,22,22
6480,D4,24,22,22,22
6480,D5,13,13,51,13
6480,E0,24,22,22,22
6480,E1,24,22,22,22
6480,E2,24,22,22,22
6480,E3,60,10,10,10
6480,E4,11,11,57,11
6480,E5,10,10,60,10
6480,F0,24,22,22,22
6480,F1,24,22,22,22
6480,F2,60,10,10,10
6480,F3,60,10,10,10
6480,F4,24,22,22,22
6480,F5,10,60,10,10
6570,A0,54,12,12,12
6570,A1,24,22,22,22
6570,A2,12,12,54,12
6570,A4,60,10,10,10
6570,A5,24,22,22,22
6570,B0,24,22,22,22
6570,B1,24,22,22,22
6570,B2,24,22,22,22
6570,B4,24,22,22,22
6570,B5,60,10,10,10
6570,C0,20,20,30,20
6570,C1,24,22,22,22
6570,C2,58,12,10,10
6570,C3,60,10,10,10
6570,C4,57,11,11,11
6570,C5,57,11,11,11
6570,D0,24,22,22,22
6570,D1,20,20,30,20
6570,D2,45,15,15,15
6570,D3,24,22,22,22
6570,D4,24,22,22,22
6570,D5,12,12,54,12
6570,E0,24,22,22,22
6570,E1,24,22,22,22
6570,E2,24,22,22,22
6570,E3,60,10,10,10
6570,E4,11,11,57,11
6570,E5,10,10,60,10
6570,F0,24,22,22,22
6570,F1,24,22,22,22
6570,F2,60,10,10,10
6570,F3,60,10,10,10
6570,F4,24,22,22,22
6570,F5,10,60,10,10
6660,A0,51,13,13,13
6660,A1,24,22,22,22
6660,A2,12,12,54,12
6660,A4,60,10,10,10
6660,A5,24,22,22,22
6660,B0,24,22,22,22
6660,B1,24,22,22,22
6660,B2,24,22,22,22
6660,B4,24,22,22,22
6660,B5,60,10,10,10
6660,C0,21,21,27,21
6660,C1,24,22,22,22
6660,C2,58,12,10,10
6660,C3,60,10,10,10
6660,C4,57,11,11,11
6660,C5,57,11,11,11
6660,D0,24,22,22,22
6660,D1,22,22,24,22
6660,D2,45,15,15,15
6660,D3,24,22,22,22
6660,D4,24,22,22,22
6660,D5,13,13,51,13
6660,E0,24,22,22,22
6660,E1,24,22,22,22
6660,E2,24,22,22,22
6660,E3,60,10,10,10
6660,E4,11,11,57,11
6660,E5,10,10,60,10
6660,F0,24,22,22,22
6660,F1,24,22,22,22
6660,F2,60,10,10,10
6660,F3,60,10,10,10
6660,F4,24,22,22,22
6660,F5,10,60,10,10
6750,A0,51,13,13,13
6750,A1,24,22,22,22
6750,A2,12,12,54,12
6750,A4,60,10,10,10
6750,A5,24,22,22,22
6750,B0,24,22,22,22
6750,B1,24,22,22,22
6750,B2,24,22,22,22
6750,B4,24,22,22,22
6750,B5,60,10,10,10
6750,C0,21,21,27,21
6750,C1,24,22,22,22
6750,C2,57,13,10,10
6750,C3,60,10,10,10
6750,C4,57,11,11,11
6750,C5,57,11,11,11
6750,D0,24,22,22,22
6750,D1,21,21,27,21
6750,D2,45,15,15,15
6750,D3,24,22,22,22
6750,D4,24,22,22,22
6750,D5,13,13,51,13
6750,E0,24,22,22,22
6750,E1,24,22,22,22
6750,E2,24,22,22,22
6750,E3,60,10,10,10
6750,E4,11,11,57,11
6750,E5,10,10,60,10
6750,F0,24,22,22,22
6750,F1,24,22,22,22
6750,F2,60,10,10,10
6750,F3,60,10,10,10
6750,F4,24,22,22,22
6750,F5,10,60,10,10
6840,A0,51,13,13,13
6840,A1,24,22,22,22
6840,A2,12,12,54,12
6840,A4,60,10,10,10
6840,A5,27,21,21,21
6840,B0,24,22,22,22
6840,B1,24,22,22,22
6840,B2,24,22,22,22
6840,B4,24,22,22,22
6840,B5,60,10,10,10
6840,C0,21,21,27,21
6840,C1,24,22,22,22
6840,C2,58,12,10,10
6840,C3,60,10,10,10
6840,C4,57,11,11,11
6840,C5,57,11,11,11
6840,D0,24,22,22,22
6840,D1,21,21,27,21
6840,D2,45,15,15,15
6840,D3,24,22,22,22
6840,D4,24,22,22,22
6840,D5,13,13,51,13
6840,E0,24,22,22,22
6840,E1,24,22,22,22
6840,E2,24,22,22,22
6840,E3,60,10,10,10
6840,E4,11,11,57,11
6840,E5,10,10,60,10
6840,F0,24,22,22,22
6840,F1,24,22,22,22
6840,F2,60,10,10,10
6840,F3,60,10,10,10
6840,F4,24,22,22,22
6840,F5,10,60,10,10
6930,A0,51,13,13,13
6930,A1,24,22,22,22
6930,A2,12,12,54,12
6930,A4,60,10,10,10
6930,A5,24,22,22,22
6930,B0,24,22,22,22
6930,B1,24,22,22,22
6930,B2,24,22,22,22
6930,B4,24,22,22,22
6930,B5,60,10,10,10
6930,C0,21,21,27,21
6930,C1,24,22,22,22
6930,C2,57,13,10,10
6930,C3,60,10,10,10
6930,C4,57,11,11,11
6930,C5,57,11,11,11
6930,D0,24,22,22,22
6930,D1,20,20,30,20
6930,D2,45,15,15,15
6930,D3,24,22,22,22
6930,D4,24,22,22,22
6930,D5,13,13,51,13
6930,E0,24,22,22,22
6930,E1,24,22,22,22
6930,E2,24,22,22,22
6930,E3,60,10,10,10
6930,E4,11,11,57,11
6930,E5,10,10,60,10
6930,F0,24,22,22,22
6930,F1,24,22,22,22
6930,F2,60,10,10,10
6930,F3,60,10,10,10
6930,F4,24,22,22,22
6930,F5,10,60,10,10
7020,A0,51,13,13,13
7020,A1,24,22,22,22
7020,A2,12,12,54,12
7020,A4,60,10,10,10
7020,A5,24,22,22,22
7020,B0,24,22,22,22
7020,B1,24,22,22,22
7020,B2,24,22,22,22
7020,B4,24,22,22,22
7020,B5,60,10,10,10
7020,C0,20,20,30,20
7020,C1,24,22,22,22
7020,C2,57,13,10,10
7020,C3,60,10,10,10
7020,C4,57,11,11,11
7020,C5,57,11,11,11
7020,D0,24,22,22,22
7020,D1,22,22,24,22
7020,D2,45,15,15,15
7020,D3,24,22,22,22
7020,D4,24,22,22,22
7020,D5,13,13,51,13
7020,E0,24,22,22,22
7020,E1,24,22,22,22
7020,E2,24,22,22,22
7020,E3,60,10,10,10
7020,E4,11,11,57,11
7020,E5,10,10,60,10
7020,F0,24,22,22,22
7020,F1,24,22,22,22
7020,F2,60,10,10,10
7020,F3,60,10,10,10
7020,F4,24,22,22,22
7020,F5,10,60,10,10
7110,A0,54,12,12,12
7110,A1,24,22,22,22
7110,A2,12,12,54,12
7110,A4,60,10,10,10
7110,A5,24,22,22,22
7110,B0,24,22,22,22
7110,B1,24,22,22,22
7110,B2,24,22,22,22
7110,B4,24,22,22,22
7110,B5,60,10,10,10
7110,C0,21,21,27,21
7110,C1,24,22,22,22
7110,C2,56,14,10,10
7110,C3,60,10,10,10
7110,C4,57,11,11,11
7110,C5,57,11,11,11
7110,D0,24,22,22,22
7110,D1,21,21,27,21
7110,D2,48,14,14,14
7110,D3,24,22,22,22
7110,D4,24,22,22,22
7110,D5,13,13,51,13
7110,E0,24,22,22,22
7110,E1,24,22,22,22
7110,E2,24,22,22,22
7110,E3,60,10,10,10
7110,E4,11,11,57,11
7110,E5,10,10,60,10
7110,F0,24,22,22,22
7110,F1,24,22,22,22
7110,F2,60,10,10,10
7110,F3,60,10,10,10
7110,F4,24,22,22,22
7110,F5,10,60,10,10
7200,A0,51,13,13,13
7200,A1,24,22,22,22
7200,A2,12,12,54,12
7200,A4,60,10,10,10
7200,A5,24,22,22,22
7200,B0,24,22,22,22
7200,B1,24,22,22,22
7200,B2,24,22,22,22
7200,B4,24,22,22,22
7200,B5,60,10,10,10
7200,C0,21,21,27,21
7200,C1,24,22,22,22
7200,C2,54,16,10,10
7200,C3,60,10,10,10
7200,C4,57,11,11,11
7200,C5,57,11,11,11
7200,D0,24,22,22,22
7200,D1,21,21,27,21
7200,D2,48,14,14,14
7200,D3,24,22,22,22
7200,D4,24,22,22,22
7200,D5,13,13,51,13
7200,E0,24,22,22,22
7200,E1,24,22,22,22
7200,E2,24,22,22,22
7200,E3,60,10,10,10
7200,E4,11,11,57,11
7200,E5,10,10,60,10
7200,F0,24,22,22,22
7200,F1,24,22,22,22
7200,F2,60,10,10,10
7200,F3,60,10,10,10
7200,F4,24,22,22,22
7200,F5,10,60,10,10
7290,A0,54,12,12,12
7290,A1,24,22,22,22
7290,A2,12,12,54,12
7290,A4,60,10,10,10
7290,A5,24,22,22,22
7290,B0,24,22,22,22
7290,B1,24,22,22,22
7290,B2,24,22,22,22
7290,B4,24,22,22,22
7290,B5,60,10,10,10
7290,C0,24,22,22,22
7290,C1,24,22,22,22
7290,C2,55,15,10,10
7290,C3,60,10,10,10
7290,C4,57,11,11,11
7290,C5,57,11,11,11
7290,D0,24,22,22,22
7290,D1,21,21,27,21
7290,D2,48,14,14,14
7290,D3,24,22,22,22
7290,D4,24,22,22,22
7290,D5,13,13,51,13
7290,E0,24,22,22,22
7290,E1,24,22,22,22
7290,E2,24,22,22,22
7290,E3,60,10,10,10
7290,E4,11,11,57,11
7290,E5,10,10,60,10
7290,F0,24,22,22,22
7290,F1,24,22,22,22
7290,F2,60,10,10,10
7290,F3,60,10,10,10
7290,F4,24,22,22,22
7290,F5,10,60,10,10
