time,tls,d0,d1,d2,d3
2700,A4,60,10,10,10
2700,A5,27,21,21,21
2700,B0,24,22,22,22
2700,B1,24,22,22,22
2700,B2,24,22,22,22
2700,B4,24,22,22,22
2700,B5,60,10,10,10
2700,C0,21,21,27,21
2700,C1,24,22,22,22
2700,C2,56,14,10,10
2700,C3,60,10,10,10
2700,C4,60,10,10,10
2700,C5,57,11,11,11
2700,D0,24,22,22,22
2700,D1,20,20,30,20
2700,D2,48,14,14,14
2700,D3,24,22,22,22
2700,D4,24,22,22,22
2700,D5,12,12,54,12
2700,E0,24,22,22,22
2700,E1,24,22,22,22
2700,E2,24,22,22,22
2700,E3,60,10,10,10
2700,E4,11,11,57,11
2700,E5,10,10,60,10
2700,F0,24,22,22,22
2700,F1,24,22,22,22
2700,F2,60,10,10,10
2700,F3,60,10,10,10
2700,F4,24,22,22,22
2700,F5,10,60,10,10
2790,A0,51,13,13,13
2790,A1,24,22,22,22
2790,A2,11,11,57,11
2790,A4,60,10,10,10
2790,A5,27,21,21,21
2790,B0,24,22,22,22
2790,B1,22,24,22,22
2790,B2,24,22,22,22
2790,B4,24,22,22,22
2790,B5,60,10,10,10
2790,C0,21,21,27,21
2790,C1,24,22,22,22
2790,C2,57,13,10,10
2790,C3,60,10,10,10
2790,C4,60,10,10,10
2790,C5,57,11,11,11
2790,D0,24,22,22,22
2790,D1,20,20,30,20
2790,D2,48,14,14,14
2790,D3,24,22,22,22
2790,D4,24,22,22,22
2790,D5,12,12,54,12
2790,E0,24,22,22,22
2790,E1,24,22,22,22
2790,E2,24,22,22,22
2790,E3,60,10,10,10
2790,E4,11,11,57,11
2790,E5,10,10,60,10
2790,F0,24,22,22,22
2790,F1,24,22,22,22
2790,F2,60,10,10,10
2790,F3,60,10,10,10
2790,F4,24,22,22,22
2790,F5,10,60,10,10
2880,A0,48,14,14,14
2880,A1,24,22,22,22
2880,A2,11,11,57,11
2880,A4,60,10,10,10
2880,A5,24,22,22,22
2880,B0,24,22,22,22
2880,B1,24,22,22,22
2880,B2,24,22,22,22
2880,B4,24,22,22,22
2880,B5,60,10,10,10
2880,C0,22,22,24,22
2880,C1,24,22,22,22
2880,C2,58,12,10,10
2880,C3,60,10,10,10
2880,C4,60,10,10,10
2880,C5,57,11,11,11
2880,D0,24,22,22,22
2880,D1,21,21,27,21
2880,D2,45,15,15,15
2880,D3,24,22,22,22
2880,D4,24,22,22,22
2880,D5,14,14,48,14
2880,E0,24,22,22,22
2880,E1,24,22,22,22
2880,E2,24,22,22,22
2880,E3,60,10,10,10
2880,E4,11,11,57,11
2880,E5,10,10,60,10
2880,F0,24,22,22,22
2880,F1,24,22,22,22
2880,F2,60,10,10,10
2880,F3,60,10,10,10
2880,F4,24,22,22,22
2880,F5,10,60,10,10
2970,A0,54,12,12,12
2970,A1,24,22,22,22
2970,A2,12,12,54,12
2970,A4,60,10,10,10
2970,A5,24,22,22,22
2970,B0,24,22,22,22
2970,B1,22,24,22,22
2970,B2,24,22,22,22
2970,B4,24,22,22,22
2970,B5,60,10,10,10
2970,C0,20,20,30,20
2970,C1,24,22,22,22
2970,C2,55,15,10,10
2970,C3,60,10,10,10
2970,C4,57,11,11,11
2970,C5,57,11,11,11
2970,D0,24,22,22,22
2970,D1,19,19,33,19
2970,D2,51,13,13,13
2970,D3,24,22,22,22
2970,D4,24,22,22,22
2970,D5,13,13,51,13
2970,E0,24,22,22,22
2970,E1,24,22,22,22
2970,E2,24,22,22,22
2970,E3,60,10,10,10
2970,E4,11,11,57,11
2970,E5,10,10,60,10
2970,F0,24,22,22,22
2970,F1,24,22,22,22
2970,F2,60,10,10,10
2970,F3,60,10,10,10
2970,F4,24,22,22,22
2970,F5,10,60,10,10
3060,A0,51,13,13,13
3060,A1,24,22,22,22
3060,A2,12,12,54,12
3060,A4,60,10,10,10
3060,A5,24,22,22,22
3060,B0,24,22,22,22
3060,B1,24,22,22,22
3060,B2,24,22,22,22
3060,B4,24,22,22,22
3060,B5,60,10,10,10
3060,C0,22,22,24,22
3060,C1,24,22,22,22
3060,C2,56,14,10,10
3060,C3,60,10,10,10
3060,C4,57,11,11,11
3060,C5,57,11,11,11
3060,D0,24,22,22,22
3060,D1,21,21,27,21
3060,D2,45,15,15,15
3060,D3,24,22,22,22
3060,D4,24,22,22,22
3060,D5,12,12,54,12
3060,E0,24,22,22,22
3060,E1,24,22,22,22
3060,E2,24,22,22,22
3060,E3,60,10,10,10
3060,E4,11,11,57,11
3060,E5,10,10,60,10
3060,F0,24,22,22,22
3060,F1,24,22,22,22
3060,F2,60,10,10,10
3060,F3,60,10,10,10
3060,F4,24,22,22,22
3060,F5,10,60,10,10
3150,A0,54,12,12,12
3150,A1,24,22,22,22
3150,A2,12,12,54,12
3150,A4,60,10,10,10
3150,A5,24,22,22,22
3150,B0,24,22,22,22
3150,B1,24,22,22,22
3150,B2,24,22,22,22
3150,B4,24,22,22,22
3150,B5,60,10,10,10
3150,C0,21,21,27,21
3150,C1,24,22,22,22
3150,C2,57,13,10,10
3150,C3,60,10,10,10
3150,C4,57,11,11,11
3150,C5,57,11,11,11
3150,D0,24,22,22,22
3150,D1,20,20,30,20
3150,D2,45,15,15,15
3150,D3,24,22,22,22
3150,D4,24,22,22,22
3150,D5,12,12,54,12
3150,E0,24,22,22,22
3150,E1,24,22,22,22
3150,E2,24,22,22,22
3150,E3,60,10,10,10
3150,E4,11,11,57,11
3150,E5,10,10,60,10
3150,F0,24,22,22,22
3150,F1,24,22,22,22
3150,F2,60,10,10,10
3150,F3,60,10,10,10
3150,F4,24,22,22,22
3150,F5,10,60,10,10
3240,A0,51,13,13,13
3240,A1,24,22,22,22
3240,A2,12,12,54,12
3240,A4,60,10,10,10
3240,A5,24,22,22,22
3240,B0,24,22,22,22
3240,B1,24,22,22,22
3240,B2,24,22,22,22
3240,B4,24,22,22,22
3240,B5,60,10,10,10
3240,C0,21,21,27,21
3240,C1,24,22,22,22
3240,C2,57,13,10,10
3240,C3,60,10,10,10
3240,C4,60,10,10,10
3240,C5,57,11,11,11
3240,D0,24,22,22,22
3240,D1,20,20,30,20
3240,D2,45,15,15,15
3240,D3,24,22,22,22
3240,D4,24,22,22,22
3240,D5,13,13,51,13
3240,E0,24,22,22,22
3240,E1,24,22,22,22
3240,E2,24,22,22,22
3240,E3,60,10,10,10
3240,E4,11,11,57,11
3240,E5,10,10,60,10
3240,F0,24,22,22,22
3240,F1,24,22,22,22
3240,F2,60,10,10,10
3240,F3,60,10,10,10
3240,F4,24,22,22,22
3240,F5,10,60,10,10
3330,A0,54,12,12,12
3330,A1,24,22,22,22
3330,A2,11,11,57,11
3330,A4,60,10,10,10
3330,A5,27,21,21,21
3330,B0,24,22,22,22
3330,B1,22,24,22,22
3330,B2,24,22,22,22
3330,B4,24,22,22,22
3330,B5,60,10,10,10
3330,C0,20,20,30,20
3330,C1,24,22,22,22
3330,C2,57,13,10,10
3330,C3,60,10,10,10
3330,C4,60,10,10,10
3330,C5,57,11,11,11
3330,D0,24,22,22,22
3330,D1,20,20,30,20
3330,D2,48,14,14,14
3330,D3,24,22,22,22
3330,D4,24,22,22,22
3330,D5,12,12,54,12
3330,E0,24,22,22,22
3330,E1,24,22,22,22
3330,E2,24,22,22,22
3330,E3,60,10,10,10
3330,E4,11,11,57,11
3330,E5,10,10,60,10
3330,F0,24,22,22,22
3330,F1,24,22,22,22
3330,F2,60,10,10,10
3330,F3,60,10,10,10
3330,F4,24,22,22,22
3330,F5,10,60,10,10
3420,A0,51,13,13,13
3420,A1,24,22,22,22
3420,A2,12,12,54,12
3420,A4,60,10,10,10
3420,A5,24,22,22,22
3420,B0,24,22,22,22
3420,B1,24,22,22,22
3420,B2,24,22,22,22
3420,B4,24,22,22,22
3420,B5,60,10,10,10
3420,C0,22,22,24,22
3420,C1,24,22,22,22
3420,C2,56,14,10,10
3420,C3,60,10,10,10
3420,C4,57,11,11,11
3420,C5,57,11,11,11
3420,D0,24,22,22,22
3420,D1,21,21,27,21
3420,D2,42,16,16,16
3420,D3,24,22,22,22
3420,D4,24,22,22,22
3420,D5,13,13,51,13
3420,E0,24,22,22,22
3420,E1,24,22,22,22
3420,E2,24,22,22,22
3420,E3,60,10,10,10
3420,E4,11,11,57,11
3420,E5,10,10,60,10
3420,F0,24,22,22,22
3420,F1,24,22,22,22
3420,F2,60,10,10,10
3420,F3,60,10,10,10
3420,F4,24,22,22,22
3420,F5,10,60,10,10
3510,A0,51,13,13,13
3510,A1,24,22,22,22
3510,A2,12,12,54,12
3510,A4,60,10,10,10
3510,A5,24,22,22,22
3510,B0,24,22,22,22
3510,B1,24,22,22,22
3510,B2,24,22,22,22
3510,B4,24,22,22,22
3510,B5,60,10,10,10
3510,C0,20,20,30,20
3510,C1,24,22,22,22
3510,C2,57,13,10,10
3510,C3,60,10,10,10
3510,C4,57,11,11,11
3510,C5,57,11,11,11
3510,D0,24,22,22,22
3510,D1,20,20,30,20
3510,D2,48,14,14,14
3510,D3,24,22,22,22
3510,D4,24,22,22,22
3510,D5,12,12,54,12
3510,E0,24,22,22,22
3510,E1,24,22,22,22
3510,E2,24,22,22,22
3510,E3,60,10,10,10
3510,E4,11,11,57,11
3510,E5,10,10,60,10
3510,F0,24,22,22,22
3510,F1,24,22,22,22
3510,F2,60,10,10,10
3510,F3,60,10,10,10
3510,F4,24,22,22,22
3510,F5,10,60,10,10
3600,A0,51,13,13,13
3600,A1,24,22,22,22
3600,A2,12,12,54,12
3600,A4,60,10,10,10
3600,A5,27,21,21,21
3600,B0,24,22,22,22
3600,B1,24,22,22,22
3600,B2,24,22,22,22
3600,B4,24,22,22,22
3600,B5,60,10,10,10
3600,C0,21,21,27,21
3600,C1,24,22,22,22
3600,C2,58,12,10,10
3600,C3,60,10,10,10
3600,C4,57,11,11,11
3600,C5,57,11,11,11
3600,D0,24,22,22,22
3600,D1,21,21,27,21
3600,D2,48,14,14,14
3600,D3,24,22,22,22
3600,D4,24,22,22,22
3600,D5,13,13,51,13
3600,E0,24,22,22,22
3600,E1,24,22,22,22
3600,E2,24,22,22,22
3600,E3,60,10,10,10
3600,E4,11,11,57,11
3600,E5,10,10,60,10
3600,F0,24,22,22,22
3600,F1,24,22,22,22
3600,F2,60,10,10,10
3600,F3,60,10,10,10
3600,F4,24,22,22,22
3600,F5,10,60,10,10
3690,A0,51,13,13,13
3690,A1,24,22,22,22
3690,A2,12,12,54,12
3690,A4,60,10,10,10
3690,A5,24,22,22,22
3690,B0,24,22,22,22
3690,B1,24,22,22,22
3690,B2,24,22,22,22
3690,B4,24,22,22,22
3690,B5,60,10,10,10
3690,C0,22,22,24,22
3690,C1,24,22,22,22
3690,C2,57,13,10,10
3690,C3,60,10,10,10
3690,C4,57,11,11,11
3690,C5,57,11,11,11
3690,D0,24,22,22,22
3690,D1,21,21,27,21
3690,D2,48,14,14,14
3690,D3,24,22,22,22
3690,D4,24,22,22,22
3690,D5,13,13,51,13
3690,E0,24,22,22,22
3690,E1,24,22,22,22
3690,E2,24,22,22,22
3690,E3,60,10,10,10
3690,E4,11,11,57,11
3690,E5,10,10,60,10
3690,F0,24,22,22,22
3690,F1,24,22,22,22
3690,F2,60,10,10,10
3690,F3,60,10,10,10
3690,F4,24,22,22,22
3690,F5,10,60,10,10
3780,A0,54,12,12,12
3780,A1,24,22,22,22
3780,A2,12,12,54,12
3780,A4,60,10,10,10
3780,A5,27,21,21,21
3780,B0,24,22,22,22
3780,B1,24,22,22,22
3780,B2,24,22,22,22
3780,B4,24,22,22,22
3780,B5,60,10,10,10
3780,C0,22,22,24,22
3780,C1,24,22,22,22
3780,C2,58,12,10,10
3780,C3,60,10,10,10
3780,C4,57,11,11,11
3780,C5,57,11,11,11
3780,D0,24,22,22,22
3780,D1,21,21,27,21
3780,D2,45,15,15,15
3780,D3,24,22,22,22
3780,D4,24,22,22,22
3780,D5,13,13,51,13
3780,E0,24,22,22,22
3780,E1,24,22,22,22
3780,E2,24,22,22,22
3780,E3,60,10,10,10
3780,E4,11,11,57,11
3780,E5,10,10,60,10
3780,F0,24,22,22,22
3780,F1,24,22,22,22
3780,F2,60,10,10,10
3780,F3,60,10,10,10
3780,F4,24,22,22,22
3780,F5,10,60,10,10
3870,A0,51,13,13,13
3870,A1,24,22,22,22
3870,A2,12,12,54,12
3870,A4,60,10,10,10
3870,A5,24,22,22,22
3870,B0,24,22,22,22
3870,B1,24,22,22,22
3870,B2,24,22,22,22
3870,B4,24,22,22,22
3870,B5,60,10,10,10
3870,C0,22,22,24,22
3870,C1,24,22,22,22
3870,C2,54,16,10,10
3870,C3,60,10,10,10
3870,C4,57,11,11,11
3870,C5,57,11,11,11
3870,D0,24,22,22,22
3870,D1,21,21,27,21
3870,D2,42,16,16,16
3870,D3,24,22,22,22
3870,D4,24,22,22,22
3870,D5,13,13,51,13
3870,E0,24,22,22,22
3870,E1,24,22,22,22
3870,E2,24,22,22,22
3870,E3,60,10,10,10
3870,E4,11,11,57,11
3870,E5,10,10,60,10
3870,F0,24,22,22,22
3870,F1,24,22,22,22
3870,F2,60,10,10,10
3870,F3,60,10,10,10
3870,F4,24,22,22,22
3870,F5,10,60,10,10
3960,A0,54,12,12,12
3960,A1,24,22,22,22
3960,A2,12,12,54,12
3960,A4,60,10,10,10
3960,A5,24,22,22,22
3960,B0,24,22,22,22
3960,B1,24,22,22,22
3960,B2,24,22,22,22
3960,B4,24,22,22,22
3960,B5,60,10,10,10
3960,C0,22,22,24,22
3960,C1,24,22,22,22
3960,C2,56,14,10,10
3960,C3,60,10,10,10
3960,C4,57,11,11,11
3960,C5,57,11,11,11
3960,D0,24,22,22,22
3960,D1,20,20,30,20
3960,D2,45,15,15,15
3960,D3,24,22,22,22
3960,D4,24,22,22,22
3960,D5,13,13,51,13
3960,E0,24,22,22,22
3960,E1,24,22,22,22
3960,E2,24,22,22,22
3960,E3,60,10,10,10
3960,E4,11,11,57,11
3960,E5,10,10,60,10
3960,F0,24,22,22,22
3960,F1,24,22,22,22
3960,F2,60,10,10,10
3960,F3,60,10,10,10
3960,F4,24,22,22,22
3960,F5,10,60,10,10
4050,A0,51,13,13,13
4050,A1,24,22,22,22
4050,A2,12,12,54,12
4050,A4,60,10,10,10
4050,A5,24,22,22,22
4050,B0,24,22,22,22
4050,B1,24,22,22,22
4050,B2,24,22,22,22
4050,B4,24,22,22,22
4050,B5,60,10,10,10
4050,C0,22,22,24,22
4050,C1,24,22,22,22
4050,C2,57,13,10,10
4050,C3,60,10,10,10
4050,C4,57,11,11,11
4050,C5,57,11,11,11
4050,D0,24,22,22,22
4050,D1,21,21,27,21
4050,D2,45,15,15,15
4050,D3,24,22,22,22
4050,D4,24,22,22,22
4050,D5,13,13,51,13
4050,E0,24,22,22,22
4050,E1,24,22,22,22
4050,E2,24,22,22,22
4050,E3,60,10,10,10
4050,E4,11,11,57,11
4050,E5,10,10,60,10
4050,F0,24,22,22,22
4050,F1,24,22,22,22
4050,F2,60,10,10,10
4050,F3,60,10,10,10
4050,F4,24,22,22,22
4050,F5,10,60,10,10
4140,A0,51,13,13,13
4140,A1,24,22,22,22
4140,A2,12,12,54,12
4140,A4,60,10,10,10
4140,A5,24,22,22,22
4140,B0,24,22,22,22
4140,B1,24,22,22,22
4140,B2,24,22,22,22
4140,B4,24,22,22,22
4140,B5,60,10,10,10
4140,C0,22,22,24,22
4140,C1,24,22,22,22
4140,C2,57,13,10,10
4140,C3,60,10,10,10
4140,C4,57,11,11,11
4140,C5,57,11,11,11
4140,D0,24,22,22,22
4140,D1,21,21,27,21
4140,D2,42,16,16,16
4140,D3,24,22,22,22
4140,D4,24,22,22,22
4140,D5,13,13,51,13
4140,E0,24,22,22,22
4140,E1,24,22,22,22
4140,E2,24,22,22,22
4140,E3,60,10,10,10
4140,E4,11,11,57,11
4140,E5,10,10,60,10
4140,F0,24,22,22,22
4140,F1,24,22,22,22
4140,F2,60,10,10,10
4140,F3,60,10,10,10
4140,F4,24,22,22,22
4140,F5,10,60,10,10
4230,A0,54,12,12,12
4230,A1,24,22,22,22
4230,A2,12,12,54,12
4230,A4,60,10,10,10
4230,A5,24,22,22,22
4230,B0,24,22,22,22
4230,B1,24,22,22,22
4230,B2,24,22,22,22
4230,B4,24,22,22,22
4230,B5,60,10,10,10
4230,C0,21,21,27,21
4230,C1,24,22,22,22
4230,C2,54,16,10,10
4230,C3,60,10,10,10
4230,C4,57,11,11,11
4230,C5,57,11,11,11
4230,D0,24,22,22,22
4230,D1,20,20,30,20
4230,D2,48,14,14,14
4230,D3,24,22,22,22
4230,D4,24,22,22,22
4230,D5,12,12,54,12
4230,E0,24,22,22,22
4230,E1,24,22,22,22
4230,E2,24,22,22,22
4230,E3,60,10,10,10
4230,E4,11,11,57,11
4230,E5,10,10,60,10
4230,F0,24,22,22,22
4230,F1,24,22,22,22
4230,F2,60,10,10,10
4230,F3,60,10,10,10
4230,F4,24,22,22,22
4230,F5,10,60,10,10
4320,A0,54,12,12,12
4320,A1,24,22,22,22
4320,A2,12,12,54,12
4320,A4,60,10,10,10
4320,A5,27,21,21,21
4320,B0,24,22,22,22
4320,B1,24,22,22,22
4320,B2,24,22,22,22
4320,B4,24,22,22,22
4320,B5,60,10,10,10
4320,C0,20,20,30,20
4320,C1,24,22,22,22
4320,C2,57,13,10,10
4320,C3,60,10,10,10
4320,C4,57,11,11,11
4320,C5,57,11,11,11
4320,D0,24,22,22,22
4320,D1,20,20,30,20
4320,D2,48,14,14,14
4320,D3,24,22,22,22
4320,D4,24,22,22,22
4320,D5,13,13,51,13
4320,E0,24,22,22,22
4320,E1,24,22,22,22
4320,E2,24,22,22,22
4320,E3,60,10,10,10
4320,E4,11,11,57,11
4320,E5,10,10,60,10
4320,F0,24,22,22,22
4320,F1,24,22,22,22
4320,F2,60,10,10,10
4320,F3,60,10,10,10
4320,F4,24,22,22,22
4320,F5,10,60,10,10
4410,A0,51,13,13,13
4410,A1,24,22,22,22
4410,A2,12,12,54,12
4410,A4,60,10,10,10
4410,A5,24,22,22,22
4410,B0,24,22,22,22
4410,B1,24,22,22,22
4410,B2,24,22,22,22
4410,B4,24,22,22,22
4410,B5,60,10,10,10
4410,C0,22,22,24,22
4410,C1,24,22,22,22
4410,C2,56,14,10,10
4410,C3,60,10,10,10
4410,C4,57,11,11,11
4410,C5,57,11,11,11
4410,D0,24,22,22,22
4410,D1,21,21,27,21
4410,D2,45,15,15,15
4410,D3,24,22,22,22
4410,D4,24,22,22,22
4410,D5,13,13,51,13
4410,E0,24,22,22,22
4410,E1,24,22,22,22
4410,E2,24,22,22,22
4410,E3,60,10,10,10
4410,E4,11,11,57,11
4410,E5,10,10,60,10
4410,F0,24,22,22,22
4410,F1,24,22,22,22
4410,F2,60,10,10,10
4410,F3,60,10,10,10
4410,F4,24,22,22,22
4410,F5,10,60,10,10
4500,A0,51,13,13,13
4500,A1,24,22,22,22
4500,A2,12,12,54,12
4500,A4,60,10,10,10
4500,A5,24,22,22,22
4500,B0,24,22,22,22
4500,B1,24,22,22,22
4500,B2,24,22,22,22
4500,B4,24,22,22,22
4500,B5,60,10,10,10
4500,C0,22,22,24,22
4500,C1,24,22,22,22
4500,C2,58,12,10,10
4500,C3,60,10,10,10
4500,C4,60,10,10,10
4500,C5,57,11,11,11
4500,D0,24,22,22,22
4500,D1,22,22,24,22
4500,D2,45,15,15,15
4500,D3,24,22,22,22
4500,D4,24,22,22,22
4500,D5,13,13,51,13
4500,E0,24,22,22,22
4500,E1,24,22,22,22
4500,E2,24,22,22,22
4500,E3,60,10,10,10
4500,E4,11,11,57,11
4500,E5,10,10,60,10
4500,F0,24,22,22,22
4500,F1,24,22,22,22
4500,F2,60,10,10,10
4500,F3,60,10,10,10
4500,F4,24,22,22,22
4500,F5,10,60,10,10
4590,A0,54,12,12,12
4590,A1,24,22,22,22
4590,A2,11,11,57,11
4590,A4,60,10,10,10
4590,A5,27,21,21,21
4590,B0,24,22,22,22
4590,B1,24,22,22,22
4590,B2,24,22,22,22
4590,B4,24,22,22,22
4590,B5,60,10,10,10
4590,C0,22,22,24,22
4590,C1,24,22,22,22
4590,C2,57,13,10,10
4590,C3,60,10,10,10
4590,C4,57,11,11,11
4590,C5,57,11,11,11
4590,D0,24,22,22,22
4590,D1,21,21,27,21
4590,D2,42,16,16,16
4590,D3,24,22,22,22
4590,D4,24,22,22,22
4590,D5,13,13,51,13
4590,E0,24,22,22,22
4590,E1,24,22,22,22
4590,E2,24,22,22,22
4590,E3,60,10,10,10
4590,E4,11,11,57,11
4590,E5,10,10,60,10
4590,F0,24,22,22,22
4590,F1,24,22,22,22
4590,F2,60,10,10,10
4590,F3,60,10,10,10
4590,F4,24,22,22,22
4590,F5,10,60,10,10
4680,A0,51,13,13,13
4680,A1,24,22,22,22
4680,A2,12,12,54,12
4680,A4,60,10,10,10
4680,A5,24,22,22,22
4680,B0,24,22,22,22
4680,B1,24,22,22,22
4680,B2,24,22,22,22
4680,B4,24,22,22,22
4680,B5,60,10,10,10
4680,C0,22,22,24,22
4680,C1,24,22,22,22
4680,C2,57,13,10,10
4680,C3,60,10,10,10
4680,C4,57,11,11,11
4680,C5,57,11,11,11
4680,D0,24,22,22,22
4680,D1,21,21,27,21
4680,D2,42,16,16,16
4680,D3,24,22,22,22
4680,D4,24,22,22,22
4680,D5,13,13,51,13
4680,E0,24,22,22,22
4680,E1,24,22,22,22
4680,E2,24,22,22,22
4680,E3,60,10,10,10
4680,E4,11,11,57,11
4680,E5,10,10,60,10
4680,F0,24,22,22,22
4680,F1,24,22,22,22
4680,F2,60,10,10,10
4680,F3,60,10,10,10
4680,F4,24,22,22,22
4680,F5,10,60,10,10
4770,A0,51,13,13,13
4770,A1,24,22,22,22
4770,A2,12,12,54,12
4770,A4,60,10,10,10
4770,A5,24,22,22,22
4770,B0,24,22,22,22
4770,B1,24,22,22,22
4770,B2,24,22,22,22
4770,B4,24,22,22,22
4770,B5,60,10,10,10
4770,C0,21,21,27,21
4770,C1,24,22,22,22
4770,C2,55,15,10,10
4770,C3,60,10,10,10
4770,C4,57,11,11,11
4770,C5,57,11,11,11
4770,D0,24,22,22,22
4770,D1,21,21,27,21
4770,D2,48,14,14,14
4770,D3,24,22,22,22
4770,D4,24,22,22,22
4770,D5,13,13,51,13
4770,E0,24,22,22,22
4770,E1,24,22,22,22
4770,E2,24,22,22,22
4770,E3,60,10,10,10
4770,E4,11,11,57,11
4770,E5,10,10,60,10
4770,F0,24,22,22,22
4770,F1,24,22,22,22
4770,F2,60,10,10,10
4770,F3,60,10,10,10
4770,F4,24,22,22,22
4770,F5,10,60,10,10
4860,A0,51,13,13,13
4860,A1,24,22,22,22
4860,A2,12,12,54,12
4860,A4,60,10,10,10
4860,A5,27,21,21,21
4860,B0,24,22,22,22
4860,B1,24,22,22,22
4860,B2,24,22,22,22
4860,B4,24,22,22,22
4860,B5,60,10,10,10
4860,C0,22,22,24,22
4860,C1,24,22,22,22
4860,C2,57,13,10,10
4860,C3,60,10,10,10
4860,C4,57,11,11,11
4860,C5,57,11,11,11
4860,D0,24,22,22,22
4860,D1,21,21,27,21
4860,D2,45,15,15,15
4860,D3,24,22,22,22
4860,D4,24,22,22,22
4860,D5,14,14,48,14
4860,E0,24,22,22,22
4860,E1,24,22,22,22
4860,E2,24,22,22,22
4860,E3,60,10,10,10
4860,E4,11,11,57,11
4860,E5,10,10,60,10
4860,F0,24,22,22,22
4860,F1,24,22,22,22
4860,F2,60,10,10,10
4860,F3,60,10,10,10
4860,F4,24,22,22,22
4860,F5,10,60,10,10
4950,A0,51,13,13,13
4950,A1,24,22,22,22
4950,A2,12,12,54,12
4950,A4,60,10,10,10
4950,A5,24,22,22,22
4950,B0,24,22,22,22
4950,B1,24,22,22,22
4950,B2,24,22,22,22
4950,B4,24,22,22,22
4950,B5,60,10,10,10
4950,C0,21,21,27,21
4950,C1,24,22,22,22
4950,C2,58,12,10,10
4950,C3,60,10,10,10
4950,C4,57,11,11,11
4950,C5,57,11,11,11
4950,D0,24,22,22,22
4950,D1,21,21,27,21
4950,D2,45,15,15,15
4950,D3,24,22,22,22
4950,D4,24,22,22,22
4950,D5,13,13,51,13
4950,E0,24,22,22,22
4950,E1,24,22,22,22
4950,E2,24,22,22,22
4950,E3,60,10,10,10
4950,E4,11,11,57,11
4950,E5,10,10,60,10
4950,F0,24,22,22,22
4950,F1,24,22,22,22
4950,F2,60,10,10,10
4950,F3,60,10,10,10
4950,F4,24,22,22,22
4950,F5,10,60,10,10
5040,A0,51,13,13,13
5040,A1,24,22,22,22
5040,A2,12,12,54,12
5040,A4,60,10,10,10
5040,A5,24,22,22,22
5040,B0,24,22,22,22
5040,B1,24,22,22,22
5040,B2,24,22,22,22
5040,B4,24,22,22,22
5040,B5,60,10,10,10
5040,C0,22,22,24,22
5040,C1,24,22,22,22
5040,C2,55,15,10,10
5040,C3,60,10,10,10
5040,C4,57,11,11,11
5040,C5,57,11,11,11
5040,D0,24,22,22,22
5040,D1,21,21,27,21
5040,D2,48,14,14,14
5040,D3,24,22,22,22
5040,D4,24,22,22,22
5040,D5,13,13,51,13
5040,E0,24,22,22,22
5040,E1,24,22,22,22
5040,E2,24,22,22,22
5040,E3,60,10,10,10
5040,E4,11,11,57,11
5040,E5,10,10,60,10
5040,F0,24,22,22,22
5040,F1,24,22,22,22
5040,F2,60,10,10,10
5040,F3,60,10,10,10
5040,F4,24,22,22,22
5040,F5,10,60,10,10
5130,A0,51,13,13,13
5130,A1,24,22,22,22
5130,A2,12,12,54,12
5130,A4,60,10,10,10
5130,A5,24,22,22,22
5130,B0,24,22,22,22
5130,B1,24,22,22,22
5130,B2,24,22,22,22
5130,B4,24,22,22,22
5130,B5,60,10,10,10
5130,C0,22,22,24,22
5130,C1,24,22,22,22
5130,C2,57,13,10,10
5130,C3,60,10,10,10
5130,C4,57,11,11,11
5130,C5,57,11,11,11
5130,D0,24,22,22,22
5130,D1,21,21,27,21
5130,D2,48,14,14,14
5130,D3,24,22,22,22
5130,D4,24,22,22,22
5130,D5,13,13,51,13
5130,E0,24,22,22,22
5130,E1,24,22,22,22
5130,E2,24,22,22,22
5130,E3,60,10,10,10
5130,E4,11,11,57,11
5130,E5,10,10,60,10
5130,F0,24,22,22,22
5130,F1,24,22,22,22
5130,F2,60,10,10,10
5130,F3,60,10,10,10
5130,F4,24,22,22,22
5130,F5,10,60,10,10
5220,A0,51,13,13,13
5220,A1,24,22,22,22
5220,A2,11,11,57,11
5220,A4,60,10,10,10
5220,A5,27,21,21,21
5220,B0,24,22,22,22
5220,B1,24,22,22,22
5220,B2,24,22,22,22
5220,B4,24,22,22,22
5220,B5,60,10,10,10
5220,C0,24,22,22,22
5220,C1,24,22,22,22
5220,C2,56,14,10,10
5220,C3,60,10,10,10
5220,C4,57,11,11,11
5220,C5,57,11,11,11
5220,D0,24,22,22,22
5220,D1,21,21,27,21
5220,D2,48,14,14,14
5220,D3,24,22,22,22
5220,D4,24,22,22,22
5220,D5,13,13,51,13
5220,E0,24,22,22,22
5220,E1,24,22,22,22
5220,E2,24,22,22,22
5220,E3,60,10,10,10
5220,E4,11,11,57,11
5220,E5,10,10,60,10
5220,F0,24,22,22,22
5220,F1,24,22,22,22
5220,F2,60,10,10,10
5220,F3,60,10,10,10
5220,F4,24,22,22,22
5220,F5,10,60,10,10
5310,A0,51,13,13,13
5310,A1,24,22,22,22
5310,A2,11,11,57,11
5310,A4,60,10,10,10
5310,A5,27,21,21,21
5310,B0,24,22,22,22
5310,B1,24,22,22,22
5310,B2,24,22,22,22
5310,B4,24,22,22,22
5310,B5,60,10,10,10
5310,C0,21,21,27,21
5310,C1,24,22,22,22
5310,C2,56,14,10,10
5310,C3,60,10,10,10
5310,C4,57,11,11,11
