timestamp,total_vehicles,vehicles_waiting,total_waiting_time,avg_speed_kmh,throughput,avg_occupancy,avg_density,num_bottleneck_edges,total_flow,avg_edge_travel_time,vehicles_arrived,avg_trip_duration,avg_waiting_per_vehicle,phase_green_ratio,avg_queue_length,total_vehicle_minutes_lost
90,268,139,3103.0,16.613104677892586,0,0.038566338428306236,7.832479782944781,78,910800,6022.247519846682,0,0.0,11.578358208955224,1.0,0.37777777777777777,0.0
180,487,286,6846.0,13.755168714270672,0,0.06626350836416474,13.26647052581496,123,1605600,9577.091866711171,0,0.0,14.057494866529774,1.0,0.7333333333333333,0.0
270,633,413,11112.0,10.771499509562691,6,0.08151165445567106,16.363350989119354,125,2048400,10265.503330704689,6,0.0,17.554502369668246,1.0,0.9,0.0
360,748,462,14691.0,12.760172620046879,4,0.09036025757458915,18.267552938828306,131,2426400,9513.924217360513,4,0.0,19.640374331550802,1.0,0.9861111111111112,0.0
450,846,501,15578.0,13.040485910794729,2,0.0988573177037707,19.93621581074452,139,2750400,11714.574238122159,2,0.0,18.41371158392435,1.0,1.1,0.0
540,942,597,18130.0,11.430760303613454,2,0.1110206362667422,22.51676055140807,148,3027600,10875.418533921811,2,0.0,19.24628450106157,1.0,1.2333333333333334,0.0
630,1032,634,18840.0,11.74109644245791,1,0.11957501223923142,24.10584746973423,155,3351600,11368.318927623392,1,0.0,18.25581395348837,1.0,1.3222222222222222,0.0
720,1095,717,22502.0,10.320433344907832,2,0.12721136138255554,25.721420875392738,157,3492000,11617.118994589404,2,0.0,20.549771689497717,1.0,1.4194444444444445,0.0
810,1151,761,25507.0,9.342353998122107,3,0.12777696071161482,25.763804299329266,165,3600000,11587.993058409724,3,0.0,22.160729800173762,1.0,1.375,0.0
900,1214,785,31724.0,9.163238844254794,2,0.13297488711116817,26.723870889948607,170,3780000,12009.538019949934,2,0.0,26.13179571663921,1.0,1.4388888888888889,0.0
