timestamp,total_vehicles,vehicles_waiting,total_waiting_time,avg_speed_kmh,throughput,avg_occupancy,avg_density,num_bottleneck_edges,total_flow,avg_edge_travel_time,vehicles_arrived,avg_trip_duration,avg_waiting_per_vehicle,phase_green_ratio,avg_queue_length,total_vehicle_minutes_lost
90,268,138,3428.0,16.80029704410877,0,0.03955277983132465,7.912323680568409,81,925200,5848.480880181705,0,0.0,12.791044776119403,1.0,0.38333333333333336,0.0
180,493,328,8561.0,10.858586683002699,4,0.07389333717776017,14.852646497377467,123,1645200,9611.715498210795,4,0.0,17.365111561866126,1.0,0.8527777777777777,0.0
270,664,423,11549.0,12.297707298794254,0,0.0860119092836038,17.403698774595096,144,2142000,10756.549826766179,0,0.0,17.393072289156628,1.0,0.9666666666666667,0.0
360,764,516,14922.0,10.59630845748265,2,0.09345362502101863,18.882948682955814,145,2469600,12343.746000195499,2,0.0,19.531413612565444,1.0,1.0722222222222222,0.0
450,840,571,18533.0,10.237843808754644,4,0.1076585678898055,21.622869077960665,140,2739600,10620.35598909432,4,0.0,22.063095238095237,1.0,1.225,0.0
540,932,629,18154.0,10.277393526509709,0,0.11500550482750307,23.321757276377934,152,2991600,11788.914349526392,0,0.0,19.478540772532188,1.0,1.3333333333333333,0.0
630,998,677,19685.0,8.925615406889824,4,0.11612798670942523,23.499375088899846,160,3207600,12504.23553003183,4,0.0,19.72444889779559,1.0,1.3166666666666667,0.0
720,1050,771,31024.0,8.404864909865402,7,0.1262239685759373,25.491162709776198,155,3409200,11473.155058291559,7,0.0,29.546666666666667,1.0,1.4305555555555556,0.0
810,1107,722,31449.0,10.700468781772072,2,0.12359296192669818,24.702231590941143,160,3549600,12060.789054164188,2,0.0,28.40921409214092,1.0,1.336111111111111,0.0
900,1150,811,44589.0,8.877143297410543,2,0.1220264000767957,24.56988767187093,161,3690000,12073.983631364932,2,0.0,38.77304347826087,1.0,1.3527777777777779,0.0
990,1219,901,38309.0,7.893384435487831,1,0.12854544041894003,25.977090863150032,166,3902400,12749.352945843375,1,0.0,31.426579163248565,1.0,1.4333333333333333,0.0
1080,1317,933,37900.0,8.165394235995993,4,0.1422043849656167,28.79400369502036,176,4212000,13292.372406767066,4,0.0,28.77752467729689,1.0,1.6,0.0
1170,1396,1014,36220.0,7.632455752657326,1,0.14487315108002716,29.268151788876597,183,4460400,14117.356518045384,1,0.0,25.945558739255013,1.0,1.6277777777777778,0.0
1260,1502,1088,39168.0,7.065899189143438,2,0.148155761187194,29.88501605800545,182,4802400,13836.006503033026,2,0.0,26.077230359520637,1.0,1.6,0.0
1350,1549,1133,47019.0,6.749764827229158,3,0.1506905755033866,30.405710340261237,190,4950000,13298.36979790839,3,0.0,30.35442220787605,1.0,1.636111111111111,0.0
1440,1630,1263,52343.0,5.731783907836297,1,0.16201538105137825,32.67635418978858,195,5212800,14339.582928333477,1,0.0,32.11226993865031,1.0,1.7861111111111112,0.0
1530,1661,1289,69966.0,5.66618572270705,3,0.1658318348830479,33.387658935633574,195,5288400,15621.071469738576,3,0.0,42.12281757977122,1.0,1.8694444444444445,0.0
1620,1716,1182,60485.0,7.179074022395492,1,0.17543238455748064,35.53158296889897,205,5464800,14212.7306008292,1,0.0,35.247668997668995,1.0,1.8777777777777778,0.0
1710,1756,1337,51532.0,6.181698002090437,3,0.17393875579819087,35.3283903614252,209,5702400,16060.413351402993,3,0.0,29.34624145785877,1.0,1.9277777777777778,0.0
1800,1785,1295,51969.0,6.655661037010644,5,0.17636691562400061,35.86705874529261,201,5763600,14460.341208910118,5,0.0,29.114285714285714,1.0,1.9277777777777778,0.0
1890,1847,1359,66500.0,5.9915469619710535,4,0.17571655239305597,35.6639756123969,204,5918400,15660.602634984314,4,0.0,36.004331348132105,1.0,1.9277777777777778,0.0
1980,1911,1421,77763.0,6.025765848905467,3,0.17853302295639162,36.20933973779954,209,6120000,15746.565233766947,3,0.0,40.69230769230769,1.0,1.9416666666666667,0.0
2070,1972,1445,60128.0,5.703330924925066,3,0.18515988040806386,37.67099162628167,217,6357600,15857.635840080904,3,0.0,30.49087221095335,1.0,1.9944444444444445,0.0
2160,2034,1503,71066.0,6.529032209370889,2,0.19464343050153943,39.387841763983594,228,6537600,18825.95536109416,2,0.0,34.939036381514256,1.0,2.1222222222222222,0.0
2250,2100,1566,76535.0,5.355347517859699,2,0.19837585791533763,40.42897488275585,235,6836400,17765.384163326038,2,0.0,36.445238095238096,1.0,2.161111111111111,0.0
2340,2157,1621,75458.0,5.600507137466771,2,0.19814020852979702,40.31250797016242,230,6897600,16486.72974857262,2,0.0,34.98284654612888,1.0,2.1277777777777778,0.0
2430,2154,1655,82813.0,4.382328181651529,3,0.1958089731866328,39.637555117558335,222,6980400,15589.935990725919,3,0.0,38.44614670380687,1.0,2.061111111111111,0.0
2520,2184,1734,106837.0,4.241525795879637,1,0.20588771854588026,41.710204093020764,231,6987600,16554.02803747145,1,0.0,48.91804029304029,1.0,2.2444444444444445,0.0
2610,2233,1780,101914.0,4.460433438839387,3,0.20559771351590767,41.77761624995065,237,7200000,18098.736585848135,3,0.0,45.63994626063592,1.0,2.2111111111111112,0.0
2700,2340,1782,86712.0,5.130270664520266,1,0.2129045803547294,43.21927294638352,237,7542000,18571.049299116206,1,0.0,37.05641025641026,1.0,2.263888888888889,0.0
2790,2399,1876,91563.0,4.825796969438021,3,0.21647609746344929,44.03122716978222,237,7761600,17221.913310214004,3,0.0,38.1671529804085,1.0,2.3,0.0
2880,2460,1887,100114.0,5.208543104173074,3,0.21755397466425863,44.092632298207455,232,7938000,17772.74447299503,3,0.0,40.69674796747967,1.0,2.283333333333333,0.0
2970,2487,1897,95695.0,4.722653597524591,1,0.22293616021266127,45.269297808218205,249,8049600,17323.041406261735,1,0.0,38.47808604744672,1.0,2.327777777777778,0.0
3060,2518,2008,105541.0,3.7226414185071297,3,0.2168354290448658,44.13410558209431,245,8193600,19304.547488913562,3,0.0,41.914614773629864,1.0,2.263888888888889,0.0
3150,2584,2012,107569.0,4.114857424422711,2,0.22763580234217118,46.16416085608359,246,8377200,19152.47394686504,2,0.0,41.628869969040245,1.0,2.4305555555555554,0.0
3240,2654,2113,123198.0,4.016328925787357,3,0.23256393655067797,47.096637277822715,254,8589600,20043.648911290846,3,0.0,46.4197437829691,1.0,2.488888888888889,0.0
3330,2707,2155,122210.0,4.477648469513045,0,0.22223833360713946,45.21188059429859,239,8751600,17953.4606770305,0,0.0,45.14591799039527,1.0,2.3,0.0
3420,2766,2166,109612.0,3.919545893237419,1,0.2315788462358029,47.20543646215915,249,8924400,18923.31184738661,1,0.0,39.628344179320315,1.0,2.4611111111111112,0.0
3510,2801,2286,127286.0,3.4550110437632013,1,0.23127631682238817,46.85466639155243,253,9136800,20605.97977586819,1,0.0,45.44305605141021,1.0,2.4138888888888888,0.0
3600,2863,2350,170788.0,3.5227696033428444,1,0.242948526580406,49.303118338336176,263,9284400,19847.156373258964,1,0.0,59.65351030387705,1.0,2.5861111111111112,0.0
3690,2909,2212,111784.0,4.170943816991858,2,0.2531950182814553,51.275678065347655,266,9356400,19872.26355596984,2,0.0,38.42695084221382,1.0,2.65,0.0
