timestamp,total_vehicles,vehicles_waiting,total_waiting_time,avg_speed_kmh,throughput,avg_occupancy,avg_density,num_bottleneck_edges,total_flow,avg_edge_travel_time,vehicles_arrived,avg_trip_duration,avg_waiting_per_vehicle,phase_green_ratio,avg_queue_length,total_vehicle_minutes_lost
90,260,129,2890.0,17.350587482926773,0,0.03661613566234868,7.298645196746193,79,882000,4955.635862438112,0,0.0,11.115384615384615,1.0,0.35555555555555557,0.0
180,477,315,7249.0,12.395942294818887,2,0.07129517168157895,14.331370564125084,115,1591200,8700.129353233368,2,0.0,15.19706498951782,1.0,0.8194444444444444,0.0
270,642,364,9761.0,14.374191568457222,3,0.08108037323790614,16.282831953460537,129,2080800,9889.6520656186,3,0.0,15.20404984423676,1.0,0.9027777777777778,0.0
360,740,459,11741.0,12.177358911053595,7,0.08773104465254115,17.626067787420357,139,2397600,10741.994607544953,7,0.0,15.866216216216216,1.0,0.9694444444444444,0.0
450,851,575,18471.0,10.946502005808327,3,0.10220285225164508,20.689512469419164,144,2768400,11586.464423119593,3,0.0,21.705052878965923,1.0,1.2,0.0
540,953,635,19330.0,10.0202290601196,2,0.11711678249772188,23.523916481761905,153,3067200,11517.555214797638,2,0.0,20.283315844700944,1.0,1.3305555555555555,0.0
630,1029,697,21175.0,9.030516729989333,0,0.12053289271523894,24.39353060787372,164,3333600,12590.259961797143,0,0.0,20.578231292517007,1.0,1.3777777777777778,0.0
720,1096,708,21839.0,10.054782566246592,3,0.12265654433779528,24.657862840436604,161,3502800,11651.41008121072,3,0.0,19.92609489051095,1.0,1.3194444444444444,0.0
810,1173,789,26462.0,8.832052756737179,0,0.12675362575852403,25.546565806211728,163,3744000,11497.430681865797,0,0.0,22.55924978687127,1.0,1.3472222222222223,0.0
900,1238,829,34600.0,9.333309867372659,2,0.1377618459643502,27.800232654180867,169,3967200,12058.477011016788,2,0.0,27.948303715670438,1.0,1.4805555555555556,0.0
990,1307,844,30215.0,9.125070067537742,1,0.1403781708421438,28.300850836908023,182,4226400,12275.934284921774,1,0.0,23.117827084927313,1.0,1.5222222222222221,0.0
1080,1330,886,33932.0,9.150721618298912,3,0.13694596193225878,27.67751287952837,184,4197600,12379.523980032507,3,0.0,25.512781954887217,1.0,1.4583333333333333,0.0
1170,1397,883,29028.0,9.865329381310783,3,0.14135262121193493,28.66344827740426,182,4474800,12200.859376460376,3,0.0,20.77881173944166,1.0,1.4444444444444444,0.0
1260,1468,965,37581.0,8.963345976154875,5,0.1528730586415096,30.779611874909797,193,4669200,13511.052357462106,5,0.0,25.600136239782017,1.0,1.5805555555555555,0.0
1350,1556,1033,35692.0,8.747730375322364,1,0.17105402426232727,34.45250879398114,201,4888800,14021.145016934983,1,0.0,22.938303341902312,1.0,1.8722222222222222,0.0
1440,1607,1083,40575.0,8.651122037139283,0,0.17186269744985644,34.608203916065044,209,5104800,14931.645151123786,0,0.0,25.248911014312384,1.0,1.8555555555555556,0.0
1530,1638,1060,41553.0,9.483061596431332,1,0.17055857014936915,34.54515556495752,195,5256000,13660.163679530819,1,0.0,25.36813186813187,1.0,1.8055555555555556,0.0
1620,1738,1208,44351.0,7.422773856001477,5,0.1821180624606703,36.81004131121344,213,5504400,15326.423018354395,5,0.0,25.518411967779056,1.0,2.025,0.0
1710,1787,1297,48694.0,6.499920944801027,2,0.17681504115279065,35.73196266425474,208,5702400,13672.09094421903,2,0.0,27.249020705092335,1.0,1.9361111111111111,0.0
1800,1809,1316,59556.0,6.855922031190323,1,0.17953612788020015,36.382161282571175,217,5770800,15291.044493440073,1,0.0,32.92205638474295,1.0,1.9527777777777777,0.0
1890,1843,1306,58332.0,6.539049403065587,3,0.17853221227039842,36.13741714311144,217,5896800,13819.540076715259,3,0.0,31.650569723277265,1.0,1.85,0.0
1980,1901,1290,50610.0,7.979897555063043,1,0.1851356643958615,37.4058905628654,229,6019200,16167.64180605596,1,0.0,26.622830089426618,1.0,1.961111111111111,0.0
2070,1931,1381,52255.0,6.957031044714634,7,0.1906135591148781,38.65516422188468,220,6152400,14668.392773796617,7,0.0,27.061108234075608,1.0,2.091666666666667,0.0
2160,1982,1444,62724.0,6.9256339522476145,4,0.19021488325512106,38.39204777511829,216,6274800,15291.217716692234,4,0.0,31.646821392532797,1.0,2.05,0.0
2250,2025,1550,70041.0,4.758006263583155,2,0.19702665839332,39.82965374662852,224,6465600,16262.540952835394,2,0.0,34.58814814814815,1.0,2.172222222222222,0.0
2340,2092,1590,84743.0,5.211005385178965,1,0.19296581857735418,38.91357941207517,215,6717600,14834.716726519237,1,0.0,40.50812619502868,1.0,2.0083333333333333,0.0
2430,2164,1579,74150.0,5.3329046389768155,0,0.19829979685620577,40.29583895027048,226,6958800,15322.383034358863,0,0.0,34.26524953789279,1.0,2.0555555555555554,0.0
